"","name","NDE","DE"
"155","FBgn0000499",-0.0165828499854896,-4.10766621813828
"156","FBgn0000500",-2.67247250416369,-0.0715832347241303
"157","FBgn0000504",-0.129267420249732,-2.10980954948585
"158","FBgn0000520",-7.2793341643699,-0.000689882515032991
"159","FBgn0000524",-0.00798163860061862,-4.83459971503811
"160","FBgn0000527",-14.3959314886121,-5.5966289380649e-07
"161","FBgn0000529",-0.0326139284510347,-3.43927847386154
"162","FBgn0000533",-0.0121462984843177,-4.41679780916724
"163","FBgn0000535",-0.227830113167357,-1.5909082634315
"164","FBgn0000536",-2.62192432462533,-0.0754381346373947
"165","FBgn0000541",-0.0298797390770247,-3.52547732098265
"166","FBgn0000542",-0.00529931809481354,-5.24282561698968
"167","FBgn0000543",-0.0104848427002935,-4.56306245795478
"168","FBgn0000546",-0.0250512553963205,-3.69933081636207
"169","FBgn0000547",-0.00352382157316811,-5.64997059749282
"170","FBgn0000551",-0.0111989186497645,-4.49753228814342
"171","FBgn0000552",-0.00014256538774049,-8.85578108399739
"172","FBgn0000557",-0.00662607276414917,-5.02005420056794
"173","FBgn0000559",0,-159.589713408071
"174","FBgn0000560",-5.01830133003978e-10,-21.4127589629126
"175","FBgn0000562",-0.348944593818239,-1.22224613087398
"176","FBgn0000564",-9.3864695315915e-05,-9.27370315614172
"177","FBgn0000565",-14.4130306061846,-5.50174505065115e-07
"178","FBgn0000566",-0.0160850900632283,-4.1378942837339
"179","FBgn0000567",-1.21681230179023,-0.351222369381887
"180","FBgn0000568",-2.22610166510115,-0.114231334268283
"181","FBgn0000575",-0.00193255450290764,-6.24987869621913
"182","FBgn0000576",-0.0156180403335,-4.16712745796538
"183","FBgn0000577",-0.0152009926360037,-4.19398541667436
"184","FBgn0000578",-0.000946192277766045,-6.96353781495094
"185","FBgn0000579",-9.66338120633736e-13,-27.6654183366014
"186","FBgn0000581",-0.539422301180643,-0.874872921156687
"187","FBgn0000588",-0.000144362520501318,-8.8432550989148
"188","FBgn0000591",-5.01830133003978e-10,-21.4127589629126
"189","FBgn0000592",-7.74131246167419,-0.000434595357745593
"190","FBgn0000594",-8.57948428123478e-05,-9.3635945574728
"191","FBgn0000606",-1.69821900151135e-05,-10.9833539002463
"192","FBgn0000611",-0.00744385262163405,-4.90408635619689
"193","FBgn0000615",-0.00244709931298104,-6.01407520988274
"194","FBgn0000617",-0.0766464607797346,-2.60663031255147
"195","FBgn0000618",-0.0149322688005213,-4.21168756033994
"196","FBgn0000625",-8.03954462220702e-05,-9.42859321984698
"197","FBgn0000629",-0.0151049774384475,-4.20027393984892
"198","FBgn0000633",-0.246099687573633,-1.52254616330507
"199","FBgn0000635",-0.0235227905999977,-3.76152385536702
"200","FBgn0000636",-0.076953511338921,-2.60278381269367
"201","FBgn0000639",-4.32946308741577e-05,-10.0475035761629
"202","FBgn0000640",-5.179940920641e-09,-19.0784721180627
"203","FBgn0000644",-0.0130300068441187,-4.34700829180735
"204","FBgn0000658",-9.59307426384726e-07,-13.857054722635
"205","FBgn0000659",-0.0176341268695737,-4.04672333444365
"206","FBgn0000662",-0.0406781364332005,-3.22233464212906
"207","FBgn0000667",-0.00699332800289199,-4.9662933531259
"208","FBgn0000709",-0.381134469294075,-1.14912492789154
"209","FBgn0000711",-0.00947357255906667,-4.663982239518
"210","FBgn0000715",-0.266225865939575,-1.45357171019723
"211","FBgn0000719",-1.54102065662906,-0.241005128208926
"212","FBgn0000721",-0.0245422957793764,-3.71960334270386
"213","FBgn0000723",-0.244255036368912,-1.52918526633659
"214","FBgn0000808",-0.000293414879038778,-8.13406968492752
"215","FBgn0000810",-1.69103748567612,-0.203743194748675
"216","FBgn0000826",-0.167976058947847,-1.86674645693527
"217","FBgn0000927",-4.70536569903146e-05,-9.96424549607146
"218","FBgn0000928",-0.00347066927777462,-5.6651426609234
"219","FBgn0000964",-0.0147873801617422,-4.2213657327232
"220","FBgn0000996",-3.43730124395434,-0.0326795437672303
"221","FBgn0001075",-0.000313914226047984,-8.06654772783239
"222","FBgn0001077",-0.00148922897287207,-6.51024128290753
"223","FBgn0001078",-4.55758441158049,-0.010542741428722
"224","FBgn0001079",-0.0115738721007119,-4.4647864810792
"225","FBgn0001083",-0.0665813467660286,-2.74243678797043
"226","FBgn0001084",-0.749731673139046,-0.639593747137503
"227","FBgn0001085",-0.212713197241499,-1.65228253372555
"228","FBgn0001086",-0.000819189337146753,-7.10760488664841
"229","FBgn0001087",-0.870458819565549,-0.542590442934738
"230","FBgn0001089",-15.0401006951234,-2.93878166246486e-07
"231","FBgn0001090",-3.85979503095579,-0.0212975086932374
"232","FBgn0001091",-0.00137893174902359,-6.58713556113644
"233","FBgn0001092",-1.74782440742131,-0.191345045858483
"234","FBgn0001098",-0.000937931836247685,-6.97230221010813
"235","FBgn0001099",-3.91079241338493,-0.0202278372155646
"236","FBgn0001104",-5.41125553141583,-0.00447603195117097
"237","FBgn0001105",-5.36604740375424e-06,-12.1354216553835
"238","FBgn0001108",-0.0435021987261308,-3.15661604562263
"239","FBgn0001112",-0.0150197710941136,-4.20588835866923
"240","FBgn0001114",-9.69054252144717,-6.1867745543509e-05
"241","FBgn0001120",-5.17907228214654e-09,-19.0786398471953
"242","FBgn0001122",-6.82545930885681e-09,-18.802606443734
"243","FBgn0001123",-0.241356670250966,-1.53973178221691
"244","FBgn0001124",-0.00482098487342597,-5.33718656523101
"245","FBgn0001125",-4.37805856513698,-0.0126291119891846
"246","FBgn0001128",-0.0211492423208384,-3.86670718233322
"247","FBgn0001133",-0.0218810263856994,-3.833055956896
"248","FBgn0001134",-0.0221226166518278,-3.82219573216069
"249","FBgn0001137",-0.00351460064938536,-5.65258615907609
"250","FBgn0001138",-0.0226045130694672,-3.80088666575896
"251","FBgn0001139",-0.273163889718639,-1.43115810655134
"252","FBgn0001142",-0.0193719896859577,-3.95359744533712
"253","FBgn0001145",0,-370.802548768731
"254","FBgn0001147",-2.7790762116453e-05,-10.4908207858072
"255","FBgn0001148",-6.27886631576757e-09,-18.8860763859237
"256","FBgn0001149",-16.7451542144225,-5.3416073342305e-08
"257","FBgn0001150",-0.0508748095926279,-3.00371694140586
"258","FBgn0001168",-0.205663182292895,-1.68258530831484
"259","FBgn0001169",-0.0180706187555018,-4.02248963610116
"260","FBgn0001170",-6.27830232247106e-09,-18.8861662098593
"261","FBgn0001174",-0.236024853416811,-1.55951051624602
"262","FBgn0001179",-0.0226946375145474,-3.79695247381697
"263","FBgn0001180",-0.00850582495130681,-4.77125395973327
"264","FBgn0001185",-4.92601481489482,-0.00728180782242305
"265","FBgn0001186",-0.000138901155118276,-8.88181744184566
"266","FBgn0001187",-0.0135641947284313,-4.30709612978784
"267","FBgn0001189",-6.18128082318245,-0.00206991850415505
"268","FBgn0001197",-2.36704399411015,-0.0984483097290294
"269","FBgn0001202",-0.12809032380536,-2.1183812340783
"270","FBgn0001206",-0.205189306726474,-1.6846632698129
"271","FBgn0001208",-0.55905008349265,-0.848052631133278
"272","FBgn0001215",-0.00109685945368909,-6.81585260428467
"273","FBgn0001216",-0.00160440577126764,-6.43580392255465
"274","FBgn0001217",-0.000517886948394164,-7.56601251816766
"275","FBgn0001218",-2.75456099529947e-06,-12.8022538536067
"276","FBgn0001220",-0.00214025275091956,-6.14790128452841
"277","FBgn0001222",-1.10688068043547,-0.40135640906658
"278","FBgn0001223",-9.29623998529274,-9.17728460052558e-05
"279","FBgn0001224",-0.000751115199840058,-7.19432705679508
"280","FBgn0001225",-0.0774005825214772,-2.59721165726165
"281","FBgn0001226",-1.53658164046962,-0.24221830709719
"282","FBgn0001227",-0.567960051703267,-0.83627939124915
"283","FBgn0001228",-1.40903577232621e-05,-11.1700268891074
"284","FBgn0001229",-1.58411918002518,-0.229574680205836
"285","FBgn0001230",-6.45457655679138e-06,-11.9507243621848
"286","FBgn0001233",-1.16092238044985e-07,-15.9688808427003
"287","FBgn0001235",-0.00213011796336815,-6.15264278885584
"288","FBgn0001247",-0.123020819511886,-2.15628157445617
"289","FBgn0001248",-7.26579254147443,-0.000699291473587493
"290","FBgn0001250",-0.832478358027792,-0.570876342402222
"291","FBgn0001253",-11.2080097994787,-1.35651979817908e-05
"292","FBgn0001254",-5.17907228214654e-09,-19.0786398471953
"293","FBgn0001255",-6.7802701181563e-05,-9.59894242455602
"294","FBgn0001256",-1.07706187080225e-05,-11.4386940062669
"295","FBgn0001257",-1.20622490515103,-0.355711308349512
"296","FBgn0001258",-2.70673980151615,-0.0690865371973572
"297","FBgn0001259",-3.58777405402577e-05,-10.2354114342469
"298","FBgn0001263",-0.0294735392029111,-3.53896296879974
"299","FBgn0001269",-0.0148505542531652,-4.21713417900445
"300","FBgn0001276",-0.372284230778156,-1.1684716111541
"301","FBgn0001280",-0.0878993610332941,-2.47519051573539
"302","FBgn0001281",-0.000484249149728555,-7.63315312633791
"303","FBgn0001285",-1.13931441312332e-05,-11.3825044720635
"304","FBgn0001291",-0.0218033577244938,-3.83657316816196
"305","FBgn0001296",-2.18148301595783,-0.119768268983719
"306","FBgn0001297",-0.0012588664625568,-6.67817296302337
"307","FBgn0001301",-0.137436026332317,-2.05252784263757
"308","FBgn0001308",-0.0393482545959287,-3.25491327723683
"309","FBgn0001311",-8.02947196376635e-06,-11.7323958046755
"310","FBgn0001313",-1.6285366406521e-06,-13.3278295268846
"311","FBgn0001316",-0.000498188210343642,-7.60478170367809
"312","FBgn0001319",-0.420879490063591,-1.06847852855721
"313","FBgn0001320",-0.0048208570023327,-5.33721302555121
"314","FBgn0001321",-4.61550975394687e-05,-9.98352622470153
"315","FBgn0001323",-0.000311670253729801,-8.07372063919271
"316","FBgn0001324",-0.0107314789062656,-4.53993484366594
"317","FBgn0001325",-0.00971253365950275,-4.63919043398693
"318","FBgn0001330",-1.66595657931825,-0.20949927012132
"319","FBgn0001341",-0.0438268814264973,-3.1493413275041
"320","FBgn0001404",-0.0751402078042673,-2.62573433613097
"321","FBgn0001491",-0.0404803220245782,-3.22711118347353
"322","FBgn0001565",-8.8635430489852,-0.000141463005782327
"323","FBgn0001612",-1.11932156976932,-0.395269106153961
"324","FBgn0001624",-0.0648289579786052,-2.76824226177416
"325","FBgn0001941",-1.98820476524146,-0.147272277638791
"326","FBgn0001942",0,-180.380645711571
"327","FBgn0001961",-0.0181254493208911,-4.01948732429855
"328","FBgn0001965",-0.141690042551538,-2.02412206443037
"329","FBgn0001967",-1.03591511901868e-06,-13.7802258673153
"330","FBgn0001970",-0.041830206572655,-3.1949787525801
"331","FBgn0001977",-0.37639675468499,-1.15941371946111
"332","FBgn0001978",-0.016237239992229,-4.12855554459769
"333","FBgn0001983",-4.87281113237259e-08,-16.8370097547886
"334","FBgn0001986",-0.134229505677531,-2.07456834899344
"335","FBgn0001987",-6.35467991153847,-0.00174010471706509
"336","FBgn0001989",-1.17358937748909,-0.369984429340313
"337","FBgn0001990",-0.845670725605494,-0.560837878847259
"338","FBgn0001991",-6.90548063175811e-10,-21.0935400005411
"339","FBgn0001992",-0.000162985209639643,-8.72193259118077
"340","FBgn0001994",-8.56244336325002,-0.000191169941430758
"341","FBgn0001995",-0.0110307189195424,-4.51258155887841
"342","FBgn0002021",-1.10564398378499,-0.401967715823787
"343","FBgn0002022",-0.0253961317839426,-3.68582960108274
"344","FBgn0002023",-0.00323496186494054,-5.73535518426216
"345","FBgn0002031",-0.0179337943000988,-4.03002189265838
"346","FBgn0002036",-0.0162986051997152,-4.12481397950247
"347","FBgn0002044",-0.0540218147194409,-2.94525664983917
"348","FBgn0002069",-3.10398140694764,-0.0459080312594935
"349","FBgn0002121",-2.33462172670058,-0.101863426801003
"350","FBgn0002174",-0.0354207833495863,-3.35811464674006
"351","FBgn0002183",-0.0961008238844698,-2.39002302438174
"352","FBgn0002283",-0.147317065540207,-1.98792253956473
"353","FBgn0002284",-0.0061715046459625,-5.0908967713172
"354","FBgn0002306",-0.125391092082708,-2.13835819927086
"355","FBgn0002354",-0.132627444409664,-2.0857921625473
"356","FBgn0002413",-0.0590041655774201,-2.85950425941048
"357","FBgn0002431",-0.00583256766964269,-5.14721281835159
"358","FBgn0002440",-4.18944736679805e-08,-16.9881119284067
"359","FBgn0002441",-5.97323531182406,-0.00254923755177572
"360","FBgn0002466",-0.0050130287374337,-5.29822047540181
"361","FBgn0002521",-1.53769190192047,-0.241914230281438
"362","FBgn0002522",-0.0594647075306405,-2.85195731578948
"363","FBgn0002524",-4.3809430945304,-0.0125925054324796
"364","FBgn0002525",-0.064242854310514,-2.77703424707103
"365","FBgn0002526",-12.2930853867467,-4.58333758501794e-06
"366","FBgn0002531",-4.46398651376967e-08,-16.924638556253
"367","FBgn0002533",-5.01830133003978e-10,-21.4127589629126
"368","FBgn0002534",-0.00371188698843383,-5.59807027885452
"369","FBgn0002535",-0.000132385243110988,-8.92986056943199
"370","FBgn0002542",-0.702847330304159,-0.683540220490677
"371","FBgn0002543",-0.0764099898959714,-2.60960357006682
"372","FBgn0002552",-0.0109828941333703,-4.51690271643129
"373","FBgn0002561",-5.01830133003978e-10,-21.4127589629126
"374","FBgn0002562",-3.55889179962036,-0.0288834991529683
"375","FBgn0002563",-56.6971028865242,0
"376","FBgn0002564",-1.55050276546831e-05,-11.0743539742585
"377","FBgn0002565",-144.380922283962,0
"378","FBgn0002566",-0.124480038571093,-2.14520437466199
"379","FBgn0002567",-0.812911196970845,-0.586204700941487
"380","FBgn0002569",-1.25907662784641e-06,-13.5851325704182
"381","FBgn0002570",-0.084647740603522,-2.51128219825868
"382","FBgn0002571",-3.76451927657229e-05,-10.1873241166353
"383","FBgn0002573",-4.89175944196063e-08,-16.833128727792
"384","FBgn0002576",-0.0178534370701442,-4.03447267386287
"385","FBgn0002577",-6.763764032236e-05,-9.60137973901478
"386","FBgn0002578",-9.94961204270339e-06,-11.5179819732052
"387","FBgn0002579",-0.00169948759860006,-6.37827810939888
"388","FBgn0002590",-0.00018270549807653,-8.60772635290914
"389","FBgn0002592",-9.14326338907756e-06,-11.6024977630331
"390","FBgn0002593",-4.96123509420978,-0.00702891661065053
"391","FBgn0002609",-0.0215478393442723,-3.84823430342851
"392","FBgn0002622",-9.39603565731372,-8.30561120750417e-05
"393","FBgn0002626",-0.0185125143976279,-3.99855029918709
"394","FBgn0002629",-5.01830133003978e-10,-21.4127589629126
"395","FBgn0002631",-6.27886631576757e-09,-18.8860763859237
"396","FBgn0002632",-5.17652564013815e-06,-12.1713790407942
"397","FBgn0002633",-0.000117647095583706,-9.04787995298608
"398","FBgn0002638",-0.0452046259706123,-3.11907302324128
"399","FBgn0002641",-0.0497264204053636,-3.02597907188943
"400","FBgn0002643",-0.0994253510184038,-2.35764897516075
"401","FBgn0002645",-0.0192552549548637,-3.95958344982357
"402","FBgn0002673",-7.5124987604562,-0.000546363752313539
"403","FBgn0002707",-0.063080302914436,-2.79472107492658
"404","FBgn0002709",-0.119544894480324,-2.18324035269825
"405","FBgn0002715",-4.87216993403939,-0.00768619591241304
"406","FBgn0002716",-0.000183325490983322,-8.60433900711883
"407","FBgn0002719",-4.01860839399965,-0.0181415327784507
"408","FBgn0002723",-0.315458677489353,-1.30731392809557
"409","FBgn0002732",-3.56339387508342e-05,-10.242229855485
"410","FBgn0002733",-0.0165882473706844,-4.10734348237757
"411","FBgn0002734",-7.85484391716551e-05,-9.45183433793735
"412","FBgn0002735",-4.48502595062905e-08,-16.9199364912412
"413","FBgn0002736",-0.0156694576217831,-4.16386633407102
"414","FBgn0002772",-0.400950125413154,-1.10770387333392
"415","FBgn0002773",-0.0661182748023705,-2.74918709123015
"416","FBgn0002774",-0.0365454000675243,-3.32741700591088
"417","FBgn0002775",-2.02754919950367,-0.14116939438987
"418","FBgn0002778",-2.00942603377058,-0.143946125850093
"419","FBgn0002780",-0.747275738252831,-0.641798686608503
"420","FBgn0002781",-0.55106364554257,-0.858815691927404
"421","FBgn0002783",-0.157870733623021,-1.92387583949481
"422","FBgn0002787",-0.00336202628471938,-5.69689196802261
"423","FBgn0002789",-0.0677589948451072,-2.72548626414387
"424","FBgn0002791",-6.10564168016776,-0.00223274051479905
"425","FBgn0002838",-3.19469769749503e-07,-14.9566033466974
"426","FBgn0002842",-5.179940920641e-09,-19.0784721180627
"427","FBgn0002855",-5.80781204462255e-07,-14.358892028138
"428","FBgn0002856",-0.000138788720999372,-8.88262716756573
"429","FBgn0002862",-0.000119810556196143,-9.0296586656891
"430","FBgn0002863",-8.22535001532287e-06,-11.7082938202378
"431","FBgn0002865",-0.000169284790938917,-8.68401274904256
"432","FBgn0002868",-1.18002231142951,-0.367117684117176
"433","FBgn0002869",-1.18963825848084e-05,-11.3392821367647
"434","FBgn0002872",-9.4943196740715,-7.52810561053252e-05
"435","FBgn0002873",-2.92663251855174e-05,-10.439087647085
"436","FBgn0002878",-10.3672929312637,-3.14447912401761e-05
"437","FBgn0002887",-0.358124155008952,-1.20059945703292
"438","FBgn0002891",-11.0913029508864,-1.52444458336731e-05
"439","FBgn0002899",-0.0417273561864988,-3.19738947191179
"440","FBgn0002901",-0.0217903436530378,-3.83716374679128
"441","FBgn0002905",-0.662633509992453,-0.724621319499555
"442","FBgn0002906",-4.75404520125113,-0.00865410704099645
"443","FBgn0002914",-16.2744014018664,-8.55297699331459e-08
"444","FBgn0002917",-0.000431436917835981,-7.74860496154852
"445","FBgn0002921",-222.843819016897,0
"446","FBgn0002922",-3.18362026519026e-07,-14.9600768105494
"447","FBgn0002924",-3.44713248681902,-0.0323546088606648
"448","FBgn0002926",-4.87492819445379e-08,-16.8365753973392
"449","FBgn0002930",-11.5658847474443,-9.48423126345688e-06
"450","FBgn0002931",-0.000693803036092788,-7.27366932886565
"451","FBgn0002932",-0.254121762538162,-1.49431332997442
"452","FBgn0002933",-5.01830133003978e-10,-21.4127589629126
"453","FBgn0002936",-0.095606485882314,-2.39493703087713
"454","FBgn0002937",-15.7103023741125,-1.50349642069614e-07
"455","FBgn0002938",-0.0265204320087733,-3.64307073449498
"456","FBgn0002939",-1.17629613711756e-05,-11.3505607114114
"457","FBgn0002940",-1.477040581851,-0.25917542394086
"458","FBgn0002941",-0.028822986109077,-3.5609589594938
"459","FBgn0002945",-0.0104491403157922,-4.5664555911935
"460","FBgn0002948",-8.92802661293802,-0.00013262827076943
"461","FBgn0002962",-4.87492819445379e-08,-16.8365753973392
"462","FBgn0002973",-0.437896321193783,-1.03674427904729
"463","FBgn0002985",-0.00153170216659859,-6.48214138811852
"464","FBgn0002989",-4.72478579454884,-0.00891221029824152
"465","FBgn0003002",-0.0505741521044669,-3.00949516680187
