"","control_mean","starvation_mean","M","D","prob","ranking"
"FBgn0000137",0.504329183309821,0.99170266877675,-0.975541928050776,0.487373485466929,0.158880956036645,-1.09051133314662
"FBgn0000139",201.890795314803,282.495149889292,-0.484650962112695,80.6043545744894,0.632331490864425,-80.6058115952261
"FBgn0000140",3.39550976212417,9.22116456769326,-1.44132078422342,5.82565480556909,0.380629766108808,-6.00130481784458
"FBgn0000146",19.5569127538563,18.3575785958367,0.0913028683056642,1.19933415801954,0.0855532524694201,1.20280448800014
"FBgn0000147",27.9118395717999,83.3326550454225,-1.57800473572889,55.4208154736226,0.756384666564307,-55.4432762984594
"FBgn0000150",1476.26787058995,1250.53500984682,0.239409076287484,225.732860743121,0.574671170479554,225.732987700023
"FBgn0000152",188.25393428977,262.635387597531,-0.480381302764713,74.3814533077606,0.623490199089001,-74.3830045263743
"FBgn0000153",755.683414088816,653.90105934087,0.208709598043349,101.782354747947,0.503525001279492,101.78256873224
"FBgn0000157",320.185698033243,300.359627083826,0.0922179617271488,19.8260709494162,0.221576078612007,19.8262854171867
"FBgn0000158",0.627545909568155,0.751155708394191,-0.259390990937655,0.123609798826035,0.0920914581094222,-0.287337899598072
"FBgn0000163",99.3863077378513,73.3518640660896,0.438213479046863,26.0344436717618,0.464455703976662,26.0381314297197
"FBgn0000166",0.763735024864961,0.627619663911866,0.283181633185961,0.136115360953095,0.0927823839500486,0.314196163027589
"FBgn0000173",917.477900677283,795.264643033436,0.206238377091075,122.213257643847,0.51555862633707,122.213431660311
"FBgn0000179",429.51009164298,421.047221880776,0.0287099833699907,8.46286976220398,0.088387327908286,8.46291846086039
"FBgn0000180",185.048793037387,178.542614897994,0.0516372652228405,6.50617813939374,0.115832437688725,6.50638304964323
"FBgn0000181",4109.75183671084,4814.60518666871,-0.228366216391874,704.853349957874,0.593019090025078,-704.853386952185
"FBgn0000182",3.06606735837115,2.10755750454462,0.540817396354964,0.958509853826531,0.149387123189518,1.10055649381698
"FBgn0000183",1535.07957627072,1482.56809067934,0.050215079024198,52.5114855913794,0.185052970981115,52.5115096009228
"FBgn0000206",41.261895374284,36.0311222117461,0.195566507161891,5.23077316253787,0.200803521162803,5.23442777547364
"FBgn0000212",932.108028145109,920.599168441854,0.0179240286040973,11.5088597032546,0.0696299708275756,11.5088736607889
"FBgn0000216",NA,NA,NA,NA,NA,0
"FBgn0000221",62.2476765578684,84.3657361935941,-0.438637201671367,22.1180596357257,0.438155739802446,-22.1224086537657
"FBgn0000227",NA,NA,NA,NA,NA,0
"FBgn0000228",719.605413154533,756.328415178096,-0.0718067826861081,36.7230020235628,0.22119223092277,-36.7230722276424
"FBgn0000229",1913.95506219454,1720.00573486736,0.154143581954067,193.949327327176,0.455908695429654,193.949388580908
"FBgn0000233",13.8778917028245,16.1988014517042,-0.223098658471653,2.32090974887972,0.153622242694099,-2.33160783020146
"FBgn0000239",642.222999188191,712.000931755359,-0.148804797611512,69.777932567168,0.404933722298992,-69.7780912336819
"FBgn0000241",10.6963357356461,2.75087158540283,1.95915595515704,7.94546415024323,0.448020625415835,8.18344014577168
"FBgn0000244",295.570363890975,245.789757415255,0.26607682449772,49.7806064757197,0.477871180715492,49.7813175595725
"FBgn0000246",95.1763918085717,125.340905013295,-0.397181647878777,30.1645132047233,0.479080300936588,-30.1671279729997
"FBgn0000247",1303.38217604824,1310.69413313129,-0.00807088278005363,7.31195708304881,0.035499513792927,-7.31196153733706
"FBgn0000250",676.372512534597,677.430431290161,-0.0022547660424973,1.05791875556315,0.00926352423358411,-1.05792115837722
"FBgn0000251",13.8717080278992,19.6672532797078,-0.503650047398224,5.7955452518086,0.262142381902861,-5.81738842918413
"FBgn0000253",21736.598839688,17846.5284506462,0.284482752169229,3890.07038904187,0.644160397154409,3890.07039944405
"FBgn0000256",1503.32301605379,1379.34355616691,0.124173194731033,123.979459886881,0.369741286657454,123.979522070481
"FBgn0000257",349.633558822218,339.832904810129,0.0410181151436817,9.80065401208924,0.121833256563795,9.80073984709577
"FBgn0000259",2046.39277092886,2013.85176681873,0.0231255777984215,32.5410041101343,0.0819834689595169,32.5410123273405
"FBgn0000261",720.514636014988,570.508366156173,0.336779693655614,150.006269858815,0.637871692512411,150.006647911076
"FBgn0000273",4955.13473687559,4572.48604520756,0.115945519779385,382.648691668028,0.394684988996366,382.648709234223
"FBgn0000274",0.969829000646397,1.85667918009356,-0.936922250004168,0.886850179447159,0.175309637135984,-1.29008780450725
"FBgn0000276",1.92977744971697,1.72382438061995,0.162821675890637,0.205953069097014,0.0978811607554123,0.262540596499504
"FBgn0000277",0.614617421100769,0.621094535329777,-0.0151242141965284,0.00647711422900854,0.0102807206100619,-0.0164528071707565
"FBgn0000278",NA,NA,NA,NA,NA,0
"FBgn0000279",1.28103659721325,0.500744039824898,1.3551664424348,0.780292557388356,0.206439684733098,1.56375591503823
"FBgn0000280",NA,NA,NA,NA,NA,0
"FBgn0000281",NA,NA,NA,NA,NA,0
"FBgn0000283",973.63646169801,1061.65670944062,-0.124862239216042,88.0202477426058,0.355641281539485,-88.020336305018
"FBgn0000286",1053.58683116349,1062.35974127015,-0.0119631625803286,8.77291010666318,0.037066891857311,-8.77291826343161
"FBgn0000287",237.626646229233,221.566198901949,0.100958814209299,16.0604473272844,0.216419724653258,16.0607646466363
"FBgn0000289",2982.88151741355,2792.90480871041,0.0949402710278716,189.976708703131,0.315202927478377,189.976732426182
"FBgn0000299",2901.44817308117,1968.87465151359,0.55940189415681,932.573521567582,0.768309534776601,932.57368934548
"FBgn0000303",2365.4720526461,2264.03668800675,0.0632307791529716,101.435364639348,0.219119453400891,101.435384347125
"FBgn0000307",973.546606569313,900.469827840072,0.112572110327364,73.0767787292406,0.331874712114233,73.0768654358027
"FBgn0000308",2193.88292592537,2144.269108645,0.0330005626921306,49.6138172803717,0.121193510415067,49.61382825551
"FBgn0000316",359.792449799437,331.236697201737,0.119302396482451,28.5557525977003,0.283957725574492,28.5560018119287
"FBgn0000317",148.978626780854,153.145927019381,-0.0398016290785695,4.16730023852688,0.0948999437023389,-4.16749030565201
"FBgn0000318",414.957002482002,406.299204505122,0.0304193133662236,8.65779797688009,0.0889247146732177,8.65785141609017
"FBgn0000319",4070.01797447909,3558.44117542203,0.193789778922083,511.57679905707,0.543931368033164,511.576835761703
"FBgn0000320",72.0868702690631,60.7967192899711,0.245743039233379,11.290150979092,0.281616254670147,11.2928251014538
"FBgn0000326",169.59121373866,165.845271620713,0.0322235476735898,3.74594211794715,0.0683056962997083,3.74608071296323
"FBgn0000330",271.618412490696,237.506130657018,0.193616526752184,34.1122818336777,0.389183172117304,34.112831299376
"FBgn0000337",1.22923484220154,2.14321466580531,-0.802015793271684,0.913979823603773,0.155247197911869,-1.215972224441
"FBgn0000339",337.982684287351,369.676011053989,-0.129312092003979,31.6933267666381,0.312733507344286,-31.6935905689784
"FBgn0000346",6284.46522512833,4703.0007077934,0.418208434804838,1581.46451733493,0.734665284814985,1581.46457263123
"FBgn0000351",18.7944798670619,29.524565419864,-0.651606834679061,10.730085552802,0.350619274271969,-10.7498524379384
"FBgn0000352",572.203394494037,467.94980581222,0.290174267410459,104.253588681817,0.574069809099749,104.253992509366
"FBgn0000355",NA,NA,NA,NA,NA,0
"FBgn0000356",NA,NA,NA,NA,NA,0
"FBgn0000357",36.0334257565429,43.6548313651933,-0.27680551090497,7.62140560865035,0.244632529812171,-7.62643066856536
"FBgn0000358",NA,NA,NA,NA,NA,0
"FBgn0000359",0.763735024864961,0.500744039824898,0.608998842923691,0.262990985040063,0.118749680126926,0.663358009595676
"FBgn0000360",NA,NA,NA,NA,NA,0
"FBgn0000370",4610.51712514922,4897.75936266317,-0.0871933175729235,287.24223751395,0.320109780439122,-287.242250747858
"FBgn0000376",349.438115681993,396.673013232258,-0.182913268497831,47.2348975502649,0.41305849838784,-47.2352517072558
"FBgn0000377",172.61560026409,155.075866061021,0.15458867301999,17.5397342030687,0.286299196478837,17.5404154332822
"FBgn0000382",7456.29651659083,9622.85832749665,-0.368006255656883,2166.56181090581,0.7170018936486,-2166.56184216008
"FBgn0000384",522.37823542291,541.602281936258,-0.052139028332135,19.224046513348,0.155842161830186,-19.2241172183703
"FBgn0000394",107.247161495099,115.27772066806,-0.104174250682008,8.0305591729603,0.169308818260914,-8.03123483064229
"FBgn0000395",185.044235903678,183.468759474969,0.0123357705550387,1.57547642870853,0.0198513229950356,1.57552472168842
"FBgn0000404",37.3440782544728,29.9330166184796,0.319141809848837,7.41106163599328,0.268635805312452,7.41793003925522
"FBgn0000405",8.68816746812086,15.4850947947843,-0.833756397672918,6.7969273266634,0.308280874149138,-6.84787345199984
"FBgn0000406",1080.53403398517,944.900623083545,0.193510002454841,135.633410901623,0.502175136905676,135.633548943208
"FBgn0000411",479.113900024412,419.004245895276,0.193403806202701,60.1096541291355,0.443862275449102,60.1099652683026
"FBgn0000412",810.073395748446,673.596301361239,0.266168410852895,136.477094387207,0.570480833205384,136.477353938291
"FBgn0000414",3291.84412965398,3367.64451701442,-0.0328438328413048,75.8003873604412,0.124443420850606,-75.8003944759543
"FBgn0000416",5059.9644892828,5710.36136984315,-0.174454786657545,650.396880560354,0.51840549669891,-650.396903957201
"FBgn0000422",7819.34700308726,7129.16852701132,0.133314307151717,690.178476075936,0.429467987102718,690.178488951376
"FBgn0000426",43.1682431376709,36.5036022715202,0.241931539191819,6.66464086615069,0.225561697118583,6.669030570062
"FBgn0000427",1.12045671517258,0.500744039824898,1.16194166719935,0.619712675347678,0.192953835917908,1.3168721418424
"FBgn0000439",40.6028539478869,41.7349875405617,-0.0396762031455293,1.13213359267475,0.0629830083422898,-1.13282861579264
"FBgn0000442",49.8213601953192,59.7000780848632,-0.260968408686466,9.87871788954402,0.268328727161062,-9.88216432020483
"FBgn0000447",186.722566007095,191.536419388775,-0.0367224448784251,4.81385338168008,0.0995189108961564,-4.81399344809178
"FBgn0000448",2600.40239125029,2134.39048541142,0.284910745454798,466.011905838862,0.628518603818005,466.011992933338
"FBgn0000449",0.737834147359103,0.744630579812101,-0.0132283054189621,0.00679643245299888,0.000326270535851374,-0.0148721067218306
"FBgn0000451",18.184552195328,18.2277195307048,-0.00342067807913424,0.0431673353767934,0.000978811607554122,-0.0433026544458146
"FBgn0000454",1415.86160000764,790.697689664237,0.840482134995616,625.163910343404,0.811108552126516,625.164475323154
"FBgn0000455",325.186732074381,300.410955855892,0.114330967026852,24.7757762184891,0.263984850811198,24.776040014471
"FBgn0000459",93.8750819987978,97.3662991270389,-0.0526802436338675,3.4912171282411,0.0926672296432775,-3.49161456128728
"FBgn0000463",11.0819927488302,12.5307881103364,-0.177259826083992,1.44879536150622,0.134327498848457,-1.45959893308582
"FBgn0000464",8283.56446066744,7990.41765886028,0.0519807857286495,293.146801807159,0.202006243922412,293.146806415775
"FBgn0000473",66.9608357634555,111.10476547499,-0.730531257797912,44.1439297115343,0.603971544091305,-44.149974023724
"FBgn0000477",336.344348647048,105.585227589592,1.67153101619371,230.759121057455,0.889458262961257,230.76517494446
"FBgn0000479",3413.81643115217,3646.66074833696,-0.0951905074997157,232.844317184784,0.340440913045703,-232.84433664249
"FBgn0000482",202.987198243953,206.904818330217,-0.0275784984903576,3.91762008626355,0.0693292901376734,-3.91771715593082
"FBgn0000489",597.903585694876,587.311426597186,0.0257871560739543,10.5921590976902,0.0936716310967808,10.5921904877226
"FBgn0000490",53.2026184135518,33.1920250787398,0.680660598603398,20.010593334812,0.455384103587696,20.0221663278905
"FBgn0000492",52.6004587600157,48.8696302704221,0.10613719244963,3.73082848959366,0.134864885613389,3.73233791642515
"FBgn0000499",384.297431828895,405.792092222032,-0.0785174159534601,21.4946603931364,0.216656430728287,-21.4948038000089
"FBgn0000500",1981.08969372962,1440.59600408534,0.45962839197595,540.493689644281,0.734786836583244,540.493885075074
"FBgn0000504",82.4350629095245,95.6336359931325,-0.214260024594516,13.198573083608,0.290086493679308,-13.2003120721247
"FBgn0000520",171.979105360857,233.011045292563,-0.438165048744664,61.0319399317059,0.5890846512104,-61.0335127650155
"FBgn0000524",83.3963715439729,80.2009008216324,0.056366174237897,3.19547072234053,0.0923281641844516,3.19596781631695
"FBgn0000527",2071.09727446166,1191.47442666558,0.797647328642213,879.622847796088,0.809701110599314,879.623209451729
"FBgn0000529",90.4898606525842,85.3102331471579,0.0850373416165654,5.17962750542637,0.139854905573468,5.18032551529714
"FBgn0000533",38.5773910088393,35.507234788807,0.119642565745967,3.07015622003225,0.126861661292799,3.07248654332952
"FBgn0000535",3563.36000408845,4435.13397661713,-0.315739440710905,871.773972528678,0.686345258201546,-871.774029705994
"FBgn0000536",715.889331770738,801.697493229711,-0.163321382460057,85.8081614589727,0.440215722401351,-85.8083168862034
"FBgn0000541",3026.15487875773,3235.08225380524,-0.096316567377198,208.927375047508,0.338713598444137,-208.927397248717
"FBgn0000542",10.5400809068826,9.58458793674425,0.137097627716912,0.955492970138369,0.111917191258509,0.965278496346753
"FBgn0000543",284.021670738129,266.663192739045,0.0909823061369368,17.3584779990834,0.213067454833922,17.3587164336737
"FBgn0000546",1233.19798911772,1345.86958161788,-0.126134173625371,112.671592500158,0.393245560161728,-112.671663102803
"FBgn0000547",909.106299964442,920.867318707874,-0.0185443078122956,11.7610187434325,0.0698730743640923,-11.7610333633879
"FBgn0000551",29.1886228087852,29.2164384582518,-0.00137417893956838,0.0278156494666568,0.000748502994011976,-0.0278495731207837
"FBgn0000552",1.85518283986554,2.15913328269219,-0.218890922801925,0.303950442826654,0.101585290956548,-0.374565225000396
"FBgn0000557",7240.1747228617,8136.37992080893,-0.168362532655748,896.20519794723,0.520682992988382,-896.205213761656
"FBgn0000559",12420.6934867113,14785.0541805306,-0.251393804245159,2364.3606938193,0.618608935974205,-2364.36070718419
"FBgn0000560",NA,NA,NA,NA,NA,0
"FBgn0000562",452.795802086003,486.903827526535,-0.104776258739368,34.1080254405323,0.266588617636522,-34.1081863709637
"FBgn0000564",7.61735811247845,9.79809650703474,-0.363210779343724,2.1807383945563,0.179519166794616,-2.21077859943583
"FBgn0000565",1044.9273264222,609.676015054486,0.777287911986643,435.251311367712,0.794014535032499,435.25200542193
"FBgn0000566",188.637890710846,178.169761564207,0.0823669839874236,10.4681291466393,0.175380009212345,10.4684531880679
"FBgn0000567",580.132367306129,654.829045652362,-0.174736201727791,74.6966783462327,0.441975024310354,-74.6968827241187
"FBgn0000568",1812.33005815384,2272.57148783218,-0.326479957476789,460.241429678341,0.68063872255489,-460.241545475336
"FBgn0000575",2116.51591027534,2530.37905947561,-0.257662188056588,413.863149200273,0.610829622805671,-413.8632294077
"FBgn0000576",17.9288270452199,16.4393529760869,0.125127587880107,1.48947406913295,0.111897998874047,1.49472068155497
"FBgn0000577",21.5482523386116,18.2997903143616,0.235743747241027,3.24846202424997,0.172526741389017,3.25700485682129
"FBgn0000578",1025.30555602276,919.965712795939,0.156401920078851,105.339843226817,0.452562823071805,105.33995933458
"FBgn0000579",8845.20793777152,7110.37914706197,0.314969568156175,1734.82879070955,0.685654332360919,1734.82881930195
"FBgn0000581",1901.35771811338,1519.05466994231,0.323856191066929,382.303048171071,0.670537130866472,382.303185343419
"FBgn0000588",43.0814588461172,39.5658779225524,0.122810334609722,3.51558092356478,0.133310302471979,3.51772534579087
"FBgn0000591",NA,NA,NA,NA,NA,0
"FBgn0000592",607.82113613991,144.746899785326,2.07011439481038,463.074236354584,0.942499616152311,463.078863422839
"FBgn0000594",2.70801115958589,0.874612455562829,1.63051788476384,1.83339870402306,0.26619197502431,2.45355647590353
"FBgn0000606",3.27551657504174,2.24336908905495,0.54605545053378,1.03214748598679,0.15241951993449,1.16769216315196
"FBgn0000611",1107.40792574915,1056.79643157975,0.0674892521812131,50.6114941693966,0.233532934131737,50.6115391670518
"FBgn0000615",7.85886408910196,18.9604440192337,-1.27060004270047,11.1015799301317,0.461487281846563,-11.1740548331218
"FBgn0000617",64.5110755390557,72.9831109908658,-0.178015778911192,8.47203545181016,0.23679563949025,-8.47390549358851
"FBgn0000618",37.4483328198333,35.3514962439909,0.0831302140214824,2.09683657584242,0.0997556169711858,2.09848379985976
"FBgn0000625",2.58482214869514,3.25744076998716,-0.333673928660238,0.672618621292021,0.136105993141921,-0.750835601431057
"FBgn0000629",354.294451010513,331.283794433472,0.0968812378748219,23.0106565770407,0.241344234607708,23.0108605245601
"FBgn0000633",1750.15752629769,1959.33011436477,-0.162875707630801,209.172588067079,0.483136291519525,-209.172651480006
"FBgn0000635",2497.4129045398,2106.58149734078,0.245530635415618,390.831407199015,0.601047904191617,390.831484323429
"FBgn0000636",560.416505873132,554.140093778924,0.0162486935581039,6.27641209420767,0.0598226623675725,6.27643312689291
"FBgn0000639",5.23801133174533,4.27943298314659,0.291599525873109,0.958578348598746,0.135587798761451,1.00194946673558
"FBgn0000640",0.640518298606627,0.500744039824898,0.355166442434801,0.139774258781729,0.108744050360817,0.381680553931916
"FBgn0000644",27.4379072665181,26.8953334341118,0.0288145742190439,0.542573832406262,0.0342839961103434,0.543338424280341
"FBgn0000658",1.15781987095492,0.500744039824898,1.20926557260947,0.657075831130022,0.194060596755208,1.37625283758244
"FBgn0000659",489.495777806428,443.102201976889,0.14365691952468,46.3935758295385,0.363497364245867,46.393798244611
"FBgn0000662",1276.87056944896,1335.57706331018,-0.0648509294035251,58.7064938612264,0.208416500332668,-58.7065296804474
"FBgn0000667",1081.06496952252,1058.61144121297,0.0302800768734324,22.4535283095536,0.110375403040074,22.4535487268935
"FBgn0000709",532.260598037496,557.27760995782,-0.066263419648274,25.0170119203246,0.204469266595015,-25.0170996772697
"FBgn0000711",2068.85832521465,2047.79531172697,0.014763335932562,21.0630134876765,0.0425942985823225,21.0630186615815
"FBgn0000715",489.036456249255,515.149995597781,-0.0750505433068628,26.113539348526,0.227090690414044,-26.1136471962663
"FBgn0000719",875.265466706143,1038.23211984201,-0.246336470591027,162.966653135863,0.567013409079277,-162.966839313897
"FBgn0000721",357.338147656228,326.399964848657,0.130649035204027,30.9381828075716,0.310878243512974,30.9384586656336
"FBgn0000723",380.66814431054,417.953389744499,-0.134808216599484,37.2852454339591,0.325330109012744,-37.2854891388839
"FBgn0000808",2.01722893209712,4.00051453240783,-0.987810743999993,1.98328560031072,0.23547776242387,-2.21566961399069
"FBgn0000810",408.426115320476,486.270753658232,-0.251684707471838,77.8446383377562,0.513229950355699,-77.8450452060247
"FBgn0000826",14.3740422328083,21.9356583607012,-0.609812176989764,7.56161612789293,0.300847023900916,-7.58616565577206
"FBgn0000927",1.31362220248663,1.27418946306086,0.0439706042690216,0.039432739425767,0.0359665284814985,0.0590622974358714
"FBgn0000928",8.8903915815394,9.78692200139799,-0.138608237212111,0.896530419858594,0.110528942115768,-0.90718192065036
"FBgn0000964",121.105652763641,117.350769013232,0.0454389102283702,3.75488375040906,0.0952006243922412,3.75515867489628
"FBgn0000996",55.5275267927249,28.7460558770042,0.94983911579313,26.7814709157206,0.560212907518297,26.7983092518069
"FBgn0001075",4.36916268609495,8.50574075387327,-0.961080058151707,4.13657806777832,0.289491529760991,-4.24675793859287
"FBgn0001077",6.6971467175272,9.27987703293154,-0.470559114226343,2.58273031540434,0.19560878243513,-2.62524699068299
"FBgn0001078",1396.17973439649,1761.14806457837,-0.335031529667803,364.968330181882,0.679589538870976,-364.968483957008
"FBgn0001079",179.1170901181,170.210242478308,0.0735851414451221,8.90684763979149,0.153091253390655,8.90715160146614
"FBgn0001083",6.48990732707333,14.7867499286741,-1.18803520594956,8.29684260160082,0.415463943907058,-8.3814691317402
"FBgn0001084",56.7797092518075,72.5582467893031,-0.353764135164215,15.7785375374956,0.367796458365321,-15.782502839711
"FBgn0001085",472.452347893932,406.413096933411,0.217221930062522,66.0392509605206,0.476156661036901,66.0396082119929
"FBgn0001086",7.67044843692929,5.26739502175009,0.542221267707944,2.40305341517921,0.193593582066636,2.46346699173325
"FBgn0001087",1365.53629130558,1587.59462184333,-0.217374923630579,222.058330537748,0.556073749936025,-222.05843693287
"FBgn0001089",298.607394710917,144.307023311957,1.04910837640516,154.30037139896,0.815887455857516,154.303937870174
"FBgn0001090",7630.03997396033,5732.21475002844,0.412597956072641,1897.82522393189,0.732432570755924,1897.82526878246
"FBgn0001091",5030.11205624955,4591.25577013135,0.131701735346084,438.856286118203,0.426320436050975,438.856305880192
"FBgn0001092",7089.15135458346,5601.09893793878,0.339903019837182,1488.05241664468,0.701635191156149,1488.05245546524
"FBgn0001098",3793.31192719895,3058.11893440031,0.310813494364747,735.19299279864,0.678745073954655,735.193058499092
"FBgn0001099",72.9944375237236,107.051129219925,-0.552441579952389,34.056691696201,0.530650237985567,-34.0611720436826
"FBgn0001104",540.781578258059,366.183716240932,0.562478369393525,174.597862017128,0.714110241056349,174.598768045104
"FBgn0001105",3178.89996452733,2899.63544828726,0.132656086351771,279.264516240075,0.420294027329955,279.264547747186
"FBgn0001108",770.331278548282,718.740217078851,0.100008591467134,51.5910614694304,0.290476738830032,51.5911584020064
"FBgn0001112",11.6823329491392,6.39308334569627,0.869744600331787,5.28924960344296,0.29222324581606,5.36028143266077
"FBgn0001114",640.091163514129,188.800192485878,1.76141715671507,451.290971028251,0.919961359332617,451.294408476354
"FBgn0001120",0.627545909568155,0.500744039824898,0.325647662343687,0.126801869743257,0.108507344285787,0.349464038436423
"FBgn0001122",7870.26654006156,7542.37502056268,0.0613936102231752,327.891519498874,0.22895874916833,327.891525246469
"FBgn0001123",2077.54205307788,2303.85020310395,-0.149169235492753,226.308150026064,0.460834740774861,-226.308199187922
"FBgn0001124",4027.70598632079,4095.75945973628,-0.0241726160224592,68.0534734154921,0.085821945851886,-68.0534777085526
"FBgn0001125",2495.04048873092,1697.29071679748,0.555829532383728,797.74977193344,0.766249552177696,797.749965569617
"FBgn0001128",3858.93510446295,3323.74341511201,0.215393768478768,535.19168935094,0.578810328061825,535.191732694731
"FBgn0001133",190.230957226585,177.055804225797,0.10354790342909,13.1751530007872,0.202498848456932,13.1755599031865
"FBgn0001134",233.056889739427,207.701716272059,0.166169025700639,25.3551734673682,0.344720814780695,25.3557179686443
"FBgn0001137",13.3195347530827,10.963868914237,0.28078670614374,2.35566583884571,0.158625057577153,2.37234118934265
"FBgn0001138",67.8242070660315,70.9428198098372,-0.0648563991061825,3.1186127438057,0.0915220840370541,-3.11928706571427
"FBgn0001139",1382.88858923557,1149.97388190074,0.266083836983542,232.914707334826,0.599653257587389,232.91485932305
"FBgn0001142",2013.5099824494,1644.74658039665,0.291847311582338,368.763402052749,0.640494651722197,368.76351753986
