"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0000179",422.919159378229,-0.0164062246117298,0.085779533812657,-0.191260361096868,0.848321615028874,0.913192743053066
"FBgn0000180",180.708410679252,-0.0423444247428082,0.124522287188144,-0.340054986934418,0.7338151190666,0.841064388904422
"FBgn0000181",4439.03688271316,0.240262587085044,0.0758554904868222,3.16737240169561,0.00153823197406222,0.00753218469978602
"FBgn0000182",2.44147495278807,-0.549999701731951,1.21786516436736,-0.451609683751532,0.65155019255807,0.783820932248653
"FBgn0000183",1500.15038291416,-0.0386708789419657,0.0555274659178529,-0.696427944310933,0.486160867858249,0.653107156952129
"FBgn0000206",38.4045493733067,-0.1883836788623,0.303405797261154,-0.620896767836476,0.534667547940965,0.694431298742381
"FBgn0000212",921.230947787898,-0.00509024330127133,0.0617097106737826,-0.0824869092026699,0.934259527801598,0.962117723717837
"FBgn0000216",0,NA,NA,NA,NA,NA
"FBgn0000221",72.9388098210996,0.451887129154431,0.187048224046529,2.41588569716664,0.0156969880503147,0.0525664187522647
"FBgn0000227",0,NA,NA,NA,NA,NA
"FBgn0000228",733.859403399206,0.083948653757339,0.0676248496758664,1.24138765793513,0.214462576271288,0.379659229469012
"FBgn0000229",1806.53555666893,-0.141900411398283,0.0693729442965656,-2.04547194640704,0.0408083522128886,0.112357459388405
"FBgn0000233",14.9656646468126,0.242548957691385,0.398046366999675,0.609348502586844,0.542293464317578,0.701406871193569
"FBgn0000239",673.598350210501,0.162987471977058,0.0722425818612255,2.25611360748636,0.0240635171516297,0.0739537641230567
"FBgn0000241",6.66206709776355,-1.9487955862481,0.650611987701011,-2.99532689696407,0.00274150858771552,0.0122839749941684
"FBgn0000244",269.000241832404,-0.254317283443101,0.100827076072842,-2.5223114003561,0.0116586449440816,0.0408611549170311
"FBgn0000246",109.676140904224,0.408591588887996,0.153676935333808,2.65876976268741,0.00784265373216889,0.0295732197107651
"FBgn0000247",1299.60156572314,0.0201811440708569,0.0649074005785054,0.310922081164656,0.755859857542899,0.855125998462749
"FBgn0000250",673.173736027887,0.0154361372994163,0.0678229477162633,0.227594609482226,0.81996141099563,0.896516124144927
"FBgn0000251",16.7033098585017,0.514493583221441,0.411336454623901,1.25078528158138,0.21101282618401,0.375174646137449
"FBgn0000253",19671.736314796,-0.271933107110961,0.0674379854986009,-4.03234327212521,5.52234431721535e-05,0.00040253327451839
"FBgn0000256",1432.78291118409,-0.111618801105347,0.0733944216618498,-1.52080769325507,0.128308103258923,0.263411259528951
"FBgn0000257",342.772996073264,-0.029550263842214,0.0957889093723781,-0.308493582773114,0.757706782507946,0.856363469043216
"FBgn0000259",2018.66774620183,-0.0107180073894539,0.0489617362045726,-0.218905786851018,0.82672343853957,0.900839828578999
"FBgn0000261",641.711871031498,-0.324598594510987,0.0920831094829259,-3.52506117933793,0.000423384998435467,0.00250313233621523
"FBgn0000273",4735.76590564173,-0.103578346573927,0.0501696439141022,-2.06456212348783,0.0389644501828283,0.108447697354111
"FBgn0000274",1.21567687235367,1.26916385392999,1.55376690729657,0.816830277418016,0.414025426856624,NA
"FBgn0000276",1.63962826193801,-0.264175201098946,1.39498065070112,-0.18937553074028,0.849798501099289,NA
"FBgn0000277",0.229444248749676,0.00645072500864429,3.38879821096751,0.00190354355941501,0.998481192900354,NA
"FBgn0000278",0,NA,NA,NA,NA,NA
"FBgn0000279",0.636310844553862,-2.78082096527074,1.93576143282862,-1.43655148723946,0.150845476610187,NA
"FBgn0000280",0,NA,NA,NA,NA,NA
"FBgn0000281",0,NA,NA,NA,NA,NA
"FBgn0000283",1012.14369928525,0.137747888569053,0.0678799852893019,2.02928577521013,0.0424291913154018,0.115915735163327
"FBgn0000286",1051.84820360631,0.0235644991530423,0.0612653519836139,0.384630111312262,0.700511481665419,0.817004435260967
"FBgn0000287",228.323955750449,-0.089136260756673,0.119925703984825,-0.743262351563533,0.457322860329873,0.628068107787903
"FBgn0000289",2871.05677947215,-0.0826026636402829,0.0507065461915334,-1.62903352415817,0.103305922269562,0.224847470971225
"FBgn0000299",2419.00229443787,-0.547301189839223,0.108748803201985,-5.03271000438223,4.83594387307666e-07,5.30450692358699e-06
"FBgn0000303",2301.47306177505,-0.0511943734244513,0.064123015691104,-0.798377507244309,0.42465145199589,0.599748632598416
"FBgn0000307",931.653739292436,-0.100094310472175,0.079689381063636,-1.25605581491773,0.209095734417611,0.373257586957933
"FBgn0000308",2156.99133930543,-0.0205678777854086,0.0527793659849064,-0.389695431189728,0.69676177534256,0.814002284115954
"FBgn0000316",343.471361135696,-0.107982501230929,0.0879860028769552,-1.22726908485589,0.219721471130301,0.385450697216947
"FBgn0000317",150.257828715786,0.055333362363035,0.140695419598502,0.393284746020432,0.694109183336582,0.813131110607438
"FBgn0000318",408.264817485991,-0.0179478632817768,0.0941644776820125,-0.190601208901574,0.848838042990265,0.913268348608323
"FBgn0000319",3791.49474350988,-0.181266980105194,0.0491728893756947,-3.68631948227129,0.000227520696528534,0.00146167407926743
"FBgn0000320",66.0117616192498,-0.239247417599456,0.2082156417746,-1.14903671770466,0.250540840571842,0.421924463125264
"FBgn0000326",166.749211509393,-0.021004407719782,0.139345605090898,-0.150736061651032,0.880183925154108,0.931424081276718
"FBgn0000330",253.049821791669,-0.180620108397165,0.103909592664143,-1.73824286830731,0.0821680284601075,0.190336714183056
"FBgn0000337",1.6167309113622,0.713405780367924,1.25642310137099,0.567806958969048,0.570166054020392,NA
"FBgn0000339",351.824995850889,0.139690896466969,0.095878801454842,1.45695288580304,0.145129385985779,0.28851090446357
"FBgn0000346",5459.53226864732,-0.405934794025598,0.0600793220089347,-6.75664738635416,1.41221317294087e-11,3.1508422599264e-10
"FBgn0000351",24.0409792453677,0.664651439763521,0.31252350956087,2.12672461248573,0.0334429712737766,0.0962202327848832
"FBgn0000352",516.989415541208,-0.278497162579958,0.0896053429186923,-3.10804192594482,0.00188331348772569,0.00894377273010892
"FBgn0000355",0,NA,NA,NA,NA,NA
"FBgn0000356",0,NA,NA,NA,NA,NA
"FBgn0000357",39.6529189459626,0.297807052679784,0.264211466742413,1.12715415553907,0.259677309673273,0.431864274059542
"FBgn0000358",0,NA,NA,NA,NA,NA
"FBgn0000359",0.258196160318065,-1.47096450047935,3.25120564533926,-0.452436622269048,0.650954469132967,NA
"FBgn0000360",0,NA,NA,NA,NA,NA
"FBgn0000370",4727.97770070147,0.0991376559192968,0.0510752130581224,1.94101306648453,0.0522566924957489,0.13535686940053
"FBgn0000376",371.075933835191,0.194866281758458,0.0878878102772263,2.21721625722369,0.0266083171749966,0.0798561636272477
"FBgn0000377",162.852719548682,-0.142954229589773,0.138750255401347,-1.03029885729771,0.302869735326662,0.479141887669356
"FBgn0000382",8495.68032505797,0.380735708650656,0.0659394977887612,5.77401589970176,7.74041279649572e-09,1.14143205416912e-07
"FBgn0000384",528.985557832199,0.0641234219166932,0.100174091395883,0.640119825627177,0.522094700793576,0.683962771111298
"FBgn0000394",110.579240363538,0.114069207989621,0.163625048969787,0.697137808103475,0.485716555173985,0.652938818553863
"FBgn0000395",183.155922025603,-0.00169080528670119,0.153951034898285,-0.0109827471300749,0.99123721179239,0.995615038324009
"FBgn0000404",33.415350651403,-0.312380051980318,0.281336759342491,-1.11034211352394,0.266851632174371,0.440477355431051
"FBgn0000405",12.0289928822278,0.841762073223986,0.483792625197391,1.73992332537219,0.0818724823178225,0.189866980294719
"FBgn0000406",1007.02486829374,-0.183122757060377,0.18883879179812,-0.969730611579777,0.332180787758006,0.510824670460622
"FBgn0000411",446.412598013659,-0.18087743611248,0.0831401458170452,-2.17557275531501,0.0295872223881781,0.0869602624700215
"FBgn0000412",737.363130789088,-0.254389220840721,0.0824026324496746,-3.08714919994921,0.00202086138048649,0.00947822885788208
"FBgn0000414",3310.54216243419,0.0453356705375895,0.0594465178821836,0.762629539167285,0.445684362819177,0.619130415242494
"FBgn0000416",5356.35832894462,0.18674329306836,0.0518240678448099,3.60340862526603,0.000314071189466722,0.00193045318498645
"FBgn0000422",7431.09401730988,-0.12135847563268,0.0687705780361529,-1.76468599069913,0.0776165543450348,0.182394447110697
"FBgn0000426",39.6009636051255,-0.230669195056166,0.238566533713413,-0.966896703681271,0.333595674658167,0.512153935561308
"FBgn0000427",0.48796518071502,-2.41323199215305,2.30245079569693,-1.04811446857547,0.294585870952135,NA
"FBgn0000439",40.9175368706014,0.052695620804768,0.269964424383415,0.195194685096461,0.845240539714695,0.911409933983794
"FBgn0000442",54.4940879711686,0.274062636592952,0.217990114746735,1.25722506688601,0.208672148841905,0.372805026560025
"FBgn0000447",188.060752289048,0.0483088559008116,0.1196268047807,0.403829693431766,0.686337959590045,0.807562018752063
"FBgn0000448",2352.88592623569,-0.272577014889362,0.0598804474474084,-4.55202034234565,5.31331966440552e-06,4.72839247352401e-05
"FBgn0000449",0.473901210530988,0.0248205226966024,2.24012016569907,0.0110799960987167,0.991159623062863,NA
"FBgn0000451",18.1058096106461,0.0216048142900926,0.370229943774535,0.0583551240340777,0.953465759654191,0.974315385352071
"FBgn0000454",1095.5605249339,-0.829091496556952,0.0956124016175673,-8.67138030768405,4.26913231063839e-18,2.05118779657621e-16
"FBgn0000455",310.916122519568,-0.103796821669596,0.10072603969867,-1.03048647579229,0.302781697661096,0.479141887669356
"FBgn0000459",95.1168560466405,0.0629635418557845,0.185303255756453,0.339786484585779,0.734017326739423,0.841201939736983
"FBgn0000463",11.7555729003237,0.190601439324755,0.482446294652096,0.39507286393857,0.692789114751027,0.812142474268271
"FBgn0000464",8089.44660126341,-0.0390596996859867,0.075960867142626,-0.514208185810297,0.607106445256446,0.753106346758117
"FBgn0000473",88.6225841268327,0.743933927239149,0.166581075311482,4.46589701650144,7.97339600349214e-06,6.88024744517189e-05
"FBgn0000477",219.248672590505,-1.66016237472557,0.136332994386507,-12.1772604071101,4.10851780038451e-34,6.67405891573573e-32
"FBgn0000479",3510.24085616111,0.107726950929359,0.0716646646360496,1.50320874975767,0.132785221930447,0.270486457252428
"FBgn0000482",203.797497326784,0.0386091030588278,0.117111948722689,0.329676890188641,0.74164411734154,0.846907598401397
"FBgn0000489",589.237780999497,-0.0148627780067973,0.0826730496891902,-0.179777788078146,0.85732702203616,0.918346738907061
"FBgn0000490",42.8917928836296,-0.675133903532555,0.245291359244888,-2.75237540209695,0.00591646557347212,0.0234141951581259
"FBgn0000492",50.4307056831646,-0.0986914104042846,0.233053594571903,-0.423470878385598,0.671951741386913,0.797336271596446
"FBgn0000499",392.808046413279,0.0888349716596097,0.0936711922418366,0.948370246321399,0.342941001009884,0.520489130110508
"FBgn0000500",1700.32354033339,-0.447639034119412,0.110500254613193,-4.05102264864796,5.09942707059378e-05,0.000374372572743592
"FBgn0000504",88.5415557172152,0.225139769980116,0.161803860406723,1.39143633170548,0.164093153826155,0.314562395221889
"FBgn0000520",201.499684353486,0.451199309195058,0.110531448227277,4.08208990682266,4.46325230071878e-05,0.000332394682756961
"FBgn0000524",81.2988745864664,-0.0461413436572657,0.175889902819525,-0.262330826941271,0.793066397522194,0.879008932229802
"FBgn0000527",1619.84668950129,-0.786647676753301,0.117117332329455,-6.71674858970006,1.85824169271776e-11,4.05484978321399e-10
"FBgn0000529",87.3391067871689,-0.0780301193856198,0.191328700230273,-0.407832799217821,0.683396431820951,0.805681509211701
"FBgn0000533",36.8513341975403,-0.103626630762008,0.257762049285397,-0.402024390515578,0.687666076167375,0.808080677861628
"FBgn0000535",3978.40868511042,0.328746546286908,0.0825522504111137,3.98228448830572,6.82560084150453e-05,0.000491232060562288
"FBgn0000536",754.697149595266,0.175572475184547,0.0731132349682068,2.40137746963179,0.0163334781660988,0.0542540784004722
"FBgn0000541",3113.10899782544,0.108813887296337,0.071619157125188,1.51934051815401,0.128676805820375,0.264062247997938
"FBgn0000542",10.0021337104303,-0.13067789589043,0.502109695597135,-0.260257662889822,0.794665027673057,0.880217019533088
"FBgn0000543",273.795382117081,-0.0765474544020857,0.111083237368775,-0.689099959771274,0.490760365341137,0.657098450358179
"FBgn0000546",1282.54140552983,0.138279527339338,0.0836130913445518,1.65380235458006,0.0981676774145258,0.217049841551887
"FBgn0000547",909.835072345984,0.0306310350446121,0.0757953097503573,0.404128370812123,0.686118323265023,0.807560082840052
"FBgn0000551",29.0401019376751,0.0163293627189861,0.316031123289055,0.0516701094153014,0.958791554643864,0.977804959663708
"FBgn0000552",1.86327240505328,0.238664998252145,1.2113334034625,0.197026679500409,0.843806659760576,0.910727415733995
"FBgn0000557",7646.78846821474,0.180800266417157,0.0704389853747237,2.56676420671492,0.0102652389625247,0.0366043399102711
"FBgn0000559",13531.7717426971,0.263424438696787,0.0507143312090401,5.1942800470142,2.05513586068604e-07,2.40919363095773e-06
"FBgn0000560",0,NA,NA,NA,NA,NA
"FBgn0000562",467.240321246114,0.115643842480543,0.0875255218198915,1.32125853209436,0.186415175678951,0.344239066744566
"FBgn0000564",8.6605457287315,0.375492339504354,0.716227063660396,0.524264382841579,0.600094666076893,0.747719468213342
"FBgn0000565",821.813526555355,-0.765656355802721,0.091450118569888,-8.3723932541169,5.64596608561117e-17,2.3393043287508e-15
"FBgn0000566",182.337712234638,-0.0688304825787089,0.126496764021397,-0.544128406059987,0.586353114267998,0.736286843118858
"FBgn0000567",614.270060561468,0.187885980507792,0.0713740069453602,2.63241463592798,0.00847803250585583,0.0314135353602203
"FBgn0000568",2031.82855410413,0.339183612525041,0.0812103866931242,4.17660383525496,2.9589370392254e-05,0.000228887087372886
"FBgn0000575",2311.2821949334,0.269447661652278,0.0667600620034013,4.0360606860813,5.4356161808361e-05,0.000397059928584416
"FBgn0000576",17.0771484362408,-0.112606174330692,0.380420680808536,-0.296004344693778,0.767226763419118,0.86300926042646
"FBgn0000577",19.8058768274984,-0.223990680155297,0.336124617936271,-0.666391773177905,0.505160719539079,0.668542583067742
"FBgn0000578",966.970021887255,-0.143745509068717,0.0650968707019614,-2.20817848106462,0.027231833848336,0.0813932790899154
"FBgn0000579",7928.54860683875,-0.303017947760918,0.049303653833042,-6.14595317391758,7.94847320370852e-10,1.37255988690329e-08
"FBgn0000581",1699.71864612037,-0.310935457388134,0.0761510068981435,-4.08314308705109,4.44306466181782e-05,0.000331416353856003
"FBgn0000588",41.05716470156,-0.108012336880444,0.387263654169708,-0.278911629628713,0.78031264341392,0.870757779162365
"FBgn0000591",0,NA,NA,NA,NA,NA
"FBgn0000592",373.422067302976,-2.05798403523937,0.25417968607442,-8.09657163018455,5.65296970224214e-16,2.10372697937258e-14
"FBgn0000594",1.71390938617822,-1.84895225897466,1.25702524632144,-1.47089508694073,0.141319491555538,NA
"FBgn0000606",2.74296295802839,-0.528750887948789,0.904661960270753,-0.584473439991376,0.558901829535291,0.713759623292776
"FBgn0000611",1075.84527794828,-0.0562752216038101,0.0637552511508094,-0.88267586728965,0.377411424580325,0.555907108929655
"FBgn0000615",13.379067770141,1.28449978258855,0.579044476274438,2.21830936174886,0.0265337462998105,0.0796790961362268
"FBgn0000617",68.4046098998816,0.192822147058525,0.195772264137762,0.984930873164134,0.324658027223257,0.502655105991348
"FBgn0000618",36.209339625996,-0.0706571837878246,0.272748120809401,-0.259056537504801,0.795591618342815,0.880225364553554
"FBgn0000625",2.9055657521489,0.361973696934848,0.920158624696989,0.393381844411932,0.694037477086319,0.813131110607438
"FBgn0000629",340.824410903357,-0.0831170591907177,0.10425122995876,-0.797276533078768,0.425290446161512,0.600251334438963
"FBgn0000633",1844.72686616711,0.175025649190539,0.0648748513903841,2.6978967263805,0.00697790843337027,0.0268667851418778
"FBgn0000635",2288.06357624845,-0.23321002186943,0.0701302667305885,-3.3253833578778,0.000882970370064596,0.0047285812492104
"FBgn0000636",554.012407613156,-0.00484108196715729,0.0816141221667375,-0.0593167191980203,0.952699844567498,0.974019001928449
"FBgn0000639",4.72949761373732,-0.285473459027968,0.688699606751199,-0.414510849475624,0.67850002303237,0.802562324978418
"FBgn0000640",0.136638275620352,-0.714888661204225,3.5338115409304,-0.20229959999961,0.839682512664412,NA
"FBgn0000644",27.0109335767709,-0.0175788754378946,0.307753526597373,-0.0571199804995009,0.954449620269755,0.974931371777689
"FBgn0000658",0.514752959856149,-2.4727844908927,2.27496236134643,-1.08695622086213,0.277056158009213,NA
"FBgn0000659",463.552830787368,-0.132649261813797,0.0869079719232525,-1.52631868950915,0.126930516372564,0.261474819757814
"FBgn0000662",1298.87175423042,0.0771281146303359,0.0704720837645737,1.09444918484315,0.27375802239867,0.447403321818586
"FBgn0000667",1063.63359531174,-0.0177959356423438,0.0877112410765195,-0.202892302331221,0.839219211004013,0.907978581817852
"FBgn0000709",541.760772379669,0.077413536270896,0.0810012211552815,0.955708261761784,0.339219647321625,0.517218991461488
"FBgn0000711",2046.67726697945,-0.00257019002896353,0.0615245657076026,-0.0417750210733455,0.966678047920829,0.981933810662209
"FBgn0000715",499.223230169572,0.0861083539587179,0.0876403771765403,0.982519207844846,0.325844124922869,0.504033974374342
"FBgn0000719",951.569253465995,0.258440412531735,0.0743440014572504,3.47627794396222,0.000508425068950068,0.00293304518355975
"FBgn0000721",339.931185273949,-0.118458564846425,0.11138422660455,-1.06351292689755,0.287549406087136,0.462047514821125
"FBgn0000723",397.050412068661,0.14710044819996,0.10738556083128,1.36983452022082,0.170738563566655,0.323641129753871
"FBgn0000808",2.99918618212895,1.00728921390033,0.970964454425836,1.03741100851728,0.299544350043917,0.475645753041031
"FBgn0000810",444.901461072518,0.262556027322564,0.0857418198849695,3.06216998513452,0.00219738628247982,0.010175588785022
"FBgn0000826",18.0807649773788,0.628676672896002,0.372216748288788,1.68900694497561,0.0912180990474836,0.205215657430632
"FBgn0000927",1.08959233992572,-0.229134333559651,1.59521734691811,-0.14363831612183,0.885786082489327,NA
"FBgn0000928",9.26847680055975,0.129047712884372,0.5383939136234,0.239690140655341,0.810570478793347,0.890192883864904
"FBgn0000964",118.589419225792,-0.0322097542848602,0.14940260174282,-0.215590317097059,0.829307104155848,0.90279318987554
"FBgn0000996",41.8474839224588,-0.940276844686788,0.259056347325608,-3.62962287700658,0.000283835594119612,0.00176367545247123
"FBgn0001075",6.40022903234075,0.95354763816843,0.640818538882004,1.48801506247311,0.136746921385573,0.276138120256503
"FBgn0001077",7.95307991878114,0.475246278442301,0.552404413419226,0.86032310187506,0.389610961704392,0.566857916133459
"FBgn0001078",1570.26227037263,0.347197522997005,0.0754516177819623,4.60159149934101,4.19274896511909e-06,3.81070984982494e-05
"FBgn0001079",173.629657689887,-0.0636035247763339,0.121450568865948,-0.523698862592706,0.600488006860173,0.747981360189788
"FBgn0001083",10.5844115344253,1.19692673462848,0.494530871074962,2.42032763703249,0.0155065286267253,0.0520478235375228
"FBgn0001084",64.3528206803304,0.365923052068584,0.189907105735636,1.926852871835,0.053997968202649,0.138778304014543
"FBgn0001085",436.852464809074,-0.204459611231299,0.0926189801534254,-2.20753468557533,0.0272767265161239,0.0814798654892036
"FBgn0001086",6.42475190683703,-0.535324930539522,0.642982396363305,-0.832565453684749,0.405089849219814,0.58154049732748
"FBgn0001087",1468.63670327317,0.229315593018778,0.0623557320823582,3.67753830098415,0.000235495723484815,0.00150066203869464
"FBgn0001089",219.892341563119,-1.0349387804018,0.112312649452121,-9.21480158691295,3.11854519042534e-20,1.75358194938533e-18
"FBgn0001090",6638.71599347537,-0.400353158882463,0.055765697408529,-7.17920114850444,7.01199176943321e-13,1.88348356347453e-11
"FBgn0001091",4782.19325393636,-0.119868835138681,0.0599080371647902,-2.0008806966744,0.0454052482838347,0.122058657981813
"FBgn0001092",6305.91911119157,-0.327911262583781,0.0623130713145738,-5.26231905547382,1.42249634722547e-07,1.72690719068867e-06
"FBgn0001098",3404.7888469886,-0.29892998986158,0.068528671020336,-4.36211567232745,1.28810731910027e-05,0.000106482151079743
"FBgn0001099",89.5512747165001,0.560685326789443,0.171798704953861,3.26361788897083,0.00109999410353527,0.00566834826564952
"FBgn0001104",450.477041452977,-0.550884109529386,0.104655004971018,-5.26381045686195,1.41099921461701e-07,1.714984081044e-06
"FBgn0001105",3021.21697700424,-0.120397733344491,0.0603510022387273,-1.9949583085338,0.046047427166774,0.123493021390138
"FBgn0001108",740.17856421049,-0.0871713994383638,0.0786469746513395,-1.10838846408034,0.267694084795037,0.441298528317076
"FBgn0001112",8.98094498295582,-0.846643211775757,0.569796595101947,-1.48586920148983,0.137313721420479,0.276791141425483
"FBgn0001114",411.482755081029,-1.74892099601758,0.149859507042575,-11.6704040373008,1.80563650051477e-31,2.67809912264756e-29
"FBgn0001120",0.121557884697713,-0.714888661204226,3.5338115409304,-0.20229959999961,0.839682512664412,NA
