"","name","control_mean","starvation_mean","theta","prob","log2FC","rowMeans.txi.length..na.rm...TRUE."
"43","FBgn0000116",15402.56299,10071.51712,4.370954953,1,0.612889416,1397.85350217903
"44","FBgn0000117",4932.946815,4985.967487,-0.152500138,0.774409683,-0.015423742,2937.78127912343
"45","FBgn0000119",527.1947061,483.2061257,0.304339001,0.926950605,0.125697139,5839.06275
"46","FBgn0000120",880.0658078,726.1763499,0.603440657,0.971022403,0.277291462,1250.25287405892
"47","FBgn0000121",1647.054187,1825.593232,-0.477703375,0.966476069,-0.148477329,1362.06275
"48","FBgn0000137",NA,NA,NA,NA,NA,2252.03327612894
"49","FBgn0000139",201.8907953,282.4951499,-0.787506431,0.985095843,-0.484650962,1205.93199693564
"50","FBgn0000140",3.395509762,9.221164568,-0.631275708,0.976387692,-1.441320784,6153.06275
"51","FBgn0000146",19.55691275,18.3575786,0.055853729,0.25755556,0.091302868,2629.43775
"52","FBgn0000147",27.91183957,83.33265505,-1.254044107,0.995432245,-1.578004736,1392.06275
"53","FBgn0000150",1476.267871,1250.53501,0.907194848,0.989488841,0.239409076,411.933488603179
"54","FBgn0000152",188.2539343,262.6353876,-0.723847606,0.981962772,-0.480381303,2390.06275
"55","FBgn0000153",755.6834141,653.9010593,0.34977149,0.943023197,0.208709598,1908.05222403772
"56","FBgn0000157",320.185698,300.3596271,0.166930519,0.794525638,0.092217962,2898.21009081636
"57","FBgn0000158",NA,NA,NA,NA,NA,1758.66080363025
"58","FBgn0000163",99.38630774,73.35186407,0.390478681,0.951841832,0.438213479,6613.19502429918
"59","FBgn0000166",NA,NA,NA,NA,NA,1932.34232166843
"60","FBgn0000173",917.4779007,795.264643,0.627017745,0.977155264,0.206238377,1504.3437101649
"61","FBgn0000179",429.5100916,421.0472219,0.062898677,0.308404153,0.028709983,5228.35835065607
"62","FBgn0000180",185.048793,178.5426149,0.068049428,0.345253854,0.051637265,3091.06275
"63","FBgn0000181",4109.751837,4814.605187,-1.167527351,0.992645491,-0.228366216,1152.25448295031
"64","FBgn0000182",3.066067358,2.107557505,0.158970811,0.777819084,0.540817396,2831.49425674943
"65","FBgn0000183",1535.079576,1482.568091,0.250463779,0.895656252,0.050215079,5157.42070563863
"66","FBgn0000206",41.26189537,36.03112221,0.125580654,0.665119191,0.195566507,2828.06275
"67","FBgn0000212",932.1080281,920.5991684,0.070529247,0.362530646,0.017924029,5154.98057507501
"68","FBgn0000216",NA,NA,NA,NA,NA,347.667125
"69","FBgn0000221",62.24767656,84.36573619,-0.397345877,0.957163171,-0.438637202,1265.06275
"70","FBgn0000227",NA,NA,NA,NA,NA,1167.06275
"71","FBgn0000228",719.6054132,756.3284152,-0.229555774,0.891949973,-0.071806783,3990.82774155661
"72","FBgn0000229",1913.955062,1720.005735,0.683791754,0.975725312,0.154143582,1377.53724853954
"73","FBgn0000233",13.8778917,16.19880145,-0.135323511,0.72448821,-0.223098658,2749.06275
"74","FBgn0000239",642.2229992,712.0009318,-0.448156011,0.964478613,-0.148804798,2808.42692887495
"75","FBgn0000241",10.69633574,2.750871585,1.031416717,0.99053602,1.959155955,2463.06275
"76","FBgn0000244",295.5703639,245.7897574,0.444519818,0.961281078,0.266076824,2867.52384728451
"77","FBgn0000246",95.17639181,125.340905,-0.420707472,0.962614882,-0.397181648,2418.78528017584
"78","FBgn0000247",1303.382176,1310.694133,-0.032966653,0.092294436,-0.008070883,6841.06275
"79","FBgn0000250",676.3725125,677.4304313,-0.007202889,0.002057565,-0.002254766,2041.62721126995
"80","FBgn0000251",13.87170803,19.66725328,-0.277331021,0.920530865,-0.503650047,2331.15743372717
"81","FBgn0000253",21736.59884,17846.52845,1.869470037,0.999998832,0.284482752,3677.50319883053
"82","FBgn0000256",1503.323016,1379.343556,0.474933867,0.960889975,0.124173195,3722.48323990275
"83","FBgn0000257",349.6335588,339.8329048,0.076975241,0.405889368,0.041018115,2912.06275
"84","FBgn0000259",2046.392771,2013.851767,0.153797982,0.764983242,0.023125578,2143.65780366653
"85","FBgn0000261",720.514636,570.5083662,0.835872049,0.988777706,0.336779694,1808.06275
"86","FBgn0000273",4955.134737,4572.486045,0.897428792,0.987482084,0.11594552,4927.9606885561
"87","FBgn0000274",0.969829001,1.85667918,-0.334878079,0.938618336,-0.93692225,1165.50953587011
"88","FBgn0000276",1.92977745,1.723824381,0.054218135,0.245846417,0.162821676,160.407732438502
"89","FBgn0000277",NA,NA,NA,NA,NA,181.491669161125
"90","FBgn0000278",NA,NA,NA,NA,NA,242.3055
"91","FBgn0000279",1.281036597,0.50074404,0.657792972,0.975116302,1.355166442,205.153355490327
"92","FBgn0000280",NA,NA,NA,NA,NA,31.28875
"93","FBgn0000281",NA,NA,NA,NA,NA,51.527
"94","FBgn0000283",973.6364617,1061.656709,-0.454027142,0.964835969,-0.124862239,3936.30610435643
"95","FBgn0000286",1053.586831,1062.359741,-0.046583037,0.185941713,-0.011963163,3864.60039003658
"96","FBgn0000287",237.6266462,221.5661989,0.146924831,0.744798609,0.100958814,5004.06275
"97","FBgn0000289",2982.881517,2792.904809,0.647015147,0.976901047,0.094940271,4447.96135362443
"98","FBgn0000299",2901.448173,1968.874652,1.817878966,0.999771055,0.559401894,5894.68161382663
"99","FBgn0000303",2365.472053,2264.036688,0.319660162,0.933204906,0.063230779,3825.89438210154
"100","FBgn0000307",973.5466066,900.4698278,0.353130879,0.943409116,0.11257211,6133.49806426559
"101","FBgn0000308",2193.882926,2144.269109,0.209038441,0.867952672,0.033000563,1560.29695568681
"102","FBgn0000316",359.7924498,331.2366972,0.238036176,0.891171728,0.119302396,1913.531935041
"103","FBgn0000317",148.9786268,153.145927,-0.047246135,0.191001054,-0.039801629,7032.79271068158
"104","FBgn0000318",414.9570025,406.2992045,0.061193186,0.296105368,0.030419313,431.32495201877
"105","FBgn0000319",4070.017974,3558.441175,1.476288027,0.994157979,0.193789779,5458.68732078553
"106","FBgn0000320",72.08687027,60.79671929,0.204602664,0.861497298,0.245743039,2878.90057574183
"107","FBgn0000326",169.5912137,165.8452716,0.039220672,0.143485375,0.032223548,1659.06275
"108","FBgn0000330",271.6184125,237.5061307,0.314411476,0.930875091,0.193616527,1355.62587076057
"109","FBgn0000337",1.229234842,2.143214666,-0.288366093,0.924929975,-0.802015793,1603.90004488706
"110","FBgn0000339",337.9826843,369.6760111,-0.24266164,0.900797888,-0.129312092,687.543030635804
"111","FBgn0000346",6284.465225,4703.000708,2.696706079,1,0.418208435,2901.28779552231
"112","FBgn0000351",18.79447987,29.52456542,-0.442127402,0.964130154,-0.651606835,1410.56275
"113","FBgn0000352",572.2033945,467.9498058,0.661136639,0.974704441,0.290174267,4578.06275
"114","FBgn0000355",NA,NA,NA,NA,NA,330.787375
"115","FBgn0000356",NA,NA,NA,NA,NA,337.737125
"116","FBgn0000357",36.03342576,43.65483137,-0.196683965,0.863012626,-0.276805511,464.312875
"117","FBgn0000358",NA,NA,NA,NA,NA,466.31025
"118","FBgn0000359",NA,NA,NA,NA,NA,927.265381416538
"119","FBgn0000360",NA,NA,NA,NA,NA,995.56275
"120","FBgn0000370",4610.517125,4897.759363,-0.694913949,0.985308618,-0.087193318,1735.64487509838
"121","FBgn0000376",349.4381157,396.6730132,-0.374570485,0.951341501,-0.182913268,3633.58550550854
"122","FBgn0000377",172.6156003,155.0758661,0.187887076,0.832107176,0.154588673,2147.06275
"123","FBgn0000382",7456.296517,9622.858327,-2.405683885,0.976105191,-0.368006256,6856.48334744365
"124","FBgn0000384",522.3782354,541.6022819,-0.113281379,0.639814186,-0.052139028,2448.27806262497
"125","FBgn0000394",107.2471615,115.2777207,-0.106043232,0.604767268,-0.104174251,1350.25605278505
"126","FBgn0000395",185.0442359,183.4687595,0.01490515,0.02508162,0.012335771,4144.06275
"127","FBgn0000404",37.34407825,29.93301662,0.216794358,0.877369302,0.31914181,2705.8967423389
"128","FBgn0000405",8.688167468,15.48509479,-0.406158196,0.959530033,-0.833756398,2413.43775
"129","FBgn0000406",1080.534034,944.9006231,0.4355757,0.961827063,0.193510002,1307.29160479706
"130","FBgn0000411",479.1139,419.0042459,0.439461955,0.961769557,0.193403806,1744.52696133868
"131","FBgn0000412",810.0733957,673.5963014,0.726356931,0.980373034,0.266168411,1541.54642514672
"132","FBgn0000414",3291.84413,3367.644517,-0.193463683,0.858850042,-0.032843833,8138.14069564188
"133","FBgn0000416",5059.964489,5710.36137,-1.449805801,0.991503503,-0.174454787,3248.4133823059
"134","FBgn0000422",7819.347003,7129.168527,0.814048315,0.988387065,0.133314307,2218.46280894075
"135","FBgn0000426",43.16824314,36.50360227,0.193377139,0.842184983,0.241931539,283.35875
"136","FBgn0000427",1.120456715,0.50074404,0.536357226,0.97196099,1.161941667,4051.16802338364
"137","FBgn0000439",40.60285395,41.73498754,-0.027289814,0.060986149,-0.039676203,2554.06275
"138","FBgn0000442",49.8213602,59.70007808,-0.210603566,0.877466183,-0.260968409,2398.06275
"139","FBgn0000447",186.722566,191.5364194,-0.050204037,0.21374679,-0.036722445,1170.9189802201
"140","FBgn0000448",2600.402391,2134.390485,1.497490563,0.995833395,0.284910745,7684.36826533333
"141","FBgn0000449",NA,NA,NA,NA,NA,1793.88676561006
"142","FBgn0000451",18.1845522,18.22771953,-0.002073389,4.36e-05,-0.003420678,2040.65726814455
"143","FBgn0000454",1415.8616,790.6976897,2.587544429,0.992801441,0.840482135,1684.48574692792
"144","FBgn0000455",325.1867321,300.4109559,0.199808933,0.853600815,0.114330967,1583.02299337694
"145","FBgn0000459",93.875082,97.36629913,-0.049424153,0.207651074,-0.052680244,3026.53296236409
"146","FBgn0000463",11.08199275,12.53078811,-0.088464283,0.50233449,-0.177259826,5093.06275
"147","FBgn0000464",8283.564461,7990.417659,0.27577724,0.912457651,0.051980786,8303.50941357782
"148","FBgn0000473",66.96083576,111.1047655,-0.72838961,0.982372878,-0.730531258,1489.06275
"149","FBgn0000477",336.3443486,105.5852276,2.174882885,0.977600092,1.671531016,1043.06275
"150","FBgn0000479",3413.816431,3646.660748,-0.475460944,0.96631334,-0.095190507,7173.85211584089
"151","FBgn0000482",202.9871982,206.9048183,-0.039071446,0.131665081,-0.027578498,2976.06275
"152","FBgn0000489",597.9035857,587.3114266,0.065193801,0.324922324,0.025787156,2579.5390513128
"153","FBgn0000490",53.20261841,33.19202508,0.506320182,0.966944088,0.680660599,3483.61242890658
"154","FBgn0000492",52.60045876,48.86963027,0.081443779,0.434277298,0.106137192,2367.06275
"155","FBgn0000499",384.2974318,405.7920922,-0.156213977,0.783909459,-0.078517416,2659.06275
"156","FBgn0000500",1981.089694,1440.596004,1.321373935,0.997508538,0.459628392,384.49575
"157","FBgn0000504",82.43506291,95.63363599,-0.217734373,0.883319184,-0.214260025,4249.03542451962
"158","FBgn0000520",171.9791054,233.0110453,-0.652884031,0.975534359,-0.438165049,1817.06275
"159","FBgn0000524",83.39637154,80.20090082,0.052921054,0.236588595,0.056366174,3643.06275
"160","FBgn0000527",2071.097274,1191.474427,2.425072065,0.99287294,0.797647329,2957.06275
"161","FBgn0000529",90.48986065,85.31023315,0.076307358,0.40149506,0.085037342,1809.02978558934
"162","FBgn0000533",38.57739101,35.50723479,0.088083253,0.474113274,0.119642566,1274.84561924978
"163","FBgn0000535",3563.360004,4435.133977,-1.456911904,0.993083985,-0.315739441,9001.4511368992
"164","FBgn0000536",715.8893318,801.6974932,-0.494450445,0.967350964,-0.163321382,2299.76508613168
"165","FBgn0000541",3026.154879,3235.082254,-0.481321363,0.96671372,-0.096316567,8400.05606970061
"166","FBgn0000542",10.54008091,9.584587937,0.070961441,0.365543782,0.137097628,6587.06275
"167","FBgn0000543",284.0216707,266.6631927,0.145563493,0.740413319,0.090982306,2019.06275
"168","FBgn0000546",1233.197989,1345.869582,-0.432846334,0.963647377,-0.126134174,7669.51505310123
"169","FBgn0000547",909.1063,920.8673187,-0.059379935,0.28655813,-0.018544308,5883.67466167019
"170","FBgn0000551",29.18862281,29.21643846,-0.000875249,0.00030546,-0.001374179,371.064764811998
"171","FBgn0000552",1.85518284,2.159133283,-0.08071778,0.44994969,-0.218890923,466.874776570197
"172","FBgn0000557",7240.174723,8136.379921,-1.033790825,0.990641937,-0.168362533,2413.97943755462
"173","FBgn0000559",12420.69349,14785.05418,-2.503743849,0.974017922,-0.251393804,2605.17420420332
"174","FBgn0000560",NA,NA,NA,NA,NA,1400.72941666667
"175","FBgn0000562",452.7958021,486.9038275,-0.233179393,0.894456592,-0.104776259,3875.83587037878
"176","FBgn0000564",7.617358112,9.798096507,-0.135372676,0.724645109,-0.363210779,517.143531750817
"177","FBgn0000565",1044.927326,609.6760151,2.028999132,0.988162342,0.777287912,795.745190791701
"178","FBgn0000566",188.6378907,178.1697616,0.108152071,0.583529961,0.082366984,1203.63657115148
"179","FBgn0000567",580.1323673,654.8290457,-0.513702544,0.97001084,-0.174736202,6023.37872313308
"180","FBgn0000568",1812.330058,2272.571488,-1.287699686,0.994358577,-0.326479957,6877.38423159656
"181","FBgn0000575",2116.51591,2530.379059,-1.326530735,0.995960995,-0.257662188,1864.06275
"182","FBgn0000576",17.92882705,16.43935298,0.073927134,0.385728024,0.125127588,2293.06275
"183","FBgn0000577",21.54825234,18.29979031,0.160516241,0.781392195,0.235743747,2291.24725230062
"184","FBgn0000578",1025.305556,919.9657128,0.576443856,0.969633648,0.15640192,4132.85985723913
"185","FBgn0000579",8845.207938,7110.379147,2.859626311,1,0.314969568,1661.38893909638
"186","FBgn0000581",1901.357718,1519.05467,1.274638592,0.996675978,0.323856191,10356.5606308763
"187","FBgn0000588",43.08145885,39.56587792,0.070407359,0.361681192,0.122810335,1519.06275
"188","FBgn0000591",NA,NA,NA,NA,NA,584.229625
"189","FBgn0000592",607.8211361,144.7468998,2.956788787,1,2.070114395,1581.35796440979
"190","FBgn0000594",2.70801116,0.874612456,0.783167955,0.983725116,1.630517885,1556.29849269758
"191","FBgn0000606",3.275516575,2.243369089,0.242731733,0.89278966,0.546055451,1221.06275
"192","FBgn0000611",1107.407926,1056.796432,0.26082288,0.901352146,0.067489252,2417.22248111043
"193","FBgn0000615",7.858864089,18.96044402,-0.538089257,0.97388127,-1.270600043,2332.93305107371
"194","FBgn0000617",64.51107554,72.98311099,-0.155716621,0.782653865,-0.178015779,939.06275
"195","FBgn0000618",37.44833282,35.35149624,0.058075042,0.273563996,0.083130214,318.89275
"196","FBgn0000625",2.584822149,3.25744077,-0.134209304,0.7208096,-0.333673929,2766.56275
"197","FBgn0000629",354.294451,331.2837944,0.172616451,0.804896147,0.096881238,2293.45622568284
"198","FBgn0000633",1750.157526,1959.330114,-0.779397716,0.985731017,-0.162875708,5699.39886864039
"199","FBgn0000635",2497.412905,2106.581497,1.120677287,0.994090156,0.245530635,4339.05653304562
"200","FBgn0000636",560.4165059,554.1400938,0.039889649,0.147764009,0.016248694,3123.44836036192
"201","FBgn0000639",5.238011332,4.279432983,0.144320385,0.736415506,0.291599526,3214.06275
"202","FBgn0000640",NA,NA,NA,NA,NA,682.909
"203","FBgn0000644",27.43790727,26.89533343,0.018962431,0.038326114,0.028814574,778.074125
"204","FBgn0000658",1.157819871,0.50074404,0.530854188,0.971230512,1.209265573,3368.07464219512
"205","FBgn0000659",489.4957778,443.102202,0.318960242,0.932882289,0.14365692,4104.06275
"206","FBgn0000662",1276.870569,1335.577063,-0.247615055,0.904018955,-0.064850929,2250.68827390528
"207","FBgn0000667",1081.06497,1058.611441,0.091949022,0.496274175,0.030280077,3622.05137454934
"208","FBgn0000709",532.260598,557.27761,-0.16406808,0.802969375,-0.06626342,4642.06275
"209","FBgn0000711",2068.858325,2047.795312,0.074900684,0.392253414,0.014763336,3618.06341566834
"210","FBgn0000715",489.0364562,515.1499956,-0.169053617,0.814392874,-0.075050543,1242.06275
"211","FBgn0000719",875.2654667,1038.23212,-0.803962113,0.986158614,-0.246336471,3621.44186493536
"212","FBgn0000721",357.3381477,326.3999648,0.226650838,0.885674143,0.130649035,3086.38975523321
"213","FBgn0000723",380.6681443,417.9533897,-0.251156055,0.906296343,-0.134808217,3145.47585403624
"214","FBgn0000808",2.017228932,4.000514532,-0.350771434,0.942160501,-0.987810744,1734.57211534303
"215","FBgn0000810",408.4261153,486.2707537,-0.549203716,0.97351046,-0.251684707,2867.06275
"216","FBgn0000826",14.37404223,21.93565836,-0.367198822,0.948732716,-0.609812177,929.06275
"217","FBgn0000927",1.313622202,1.274189463,0.014274468,0.023176521,0.043970604,2050.8169659289
"218","FBgn0000928",8.890391582,9.786922001,-0.064867528,0.3303855,-0.138608237,3317.06275
"219","FBgn0000964",121.1056528,117.350769,0.049897298,0.215270411,0.04543891,3307.06275
"220","FBgn0000996",55.52752679,28.74605588,0.686270175,0.976266432,0.949839116,2647.89825624599
"221","FBgn0001075",4.369162686,8.505740754,-0.42328993,0.962928478,-0.961080058,16667.06275
"222","FBgn0001077",6.697146718,9.279877033,-0.237000602,0.897045454,-0.470559114,1589.06275
"223","FBgn0001078",1396.179734,1761.148065,-1.326814581,0.995968136,-0.33503153,5652.56520156781
"224","FBgn0001079",179.1170901,170.2102425,0.097893354,0.52927649,0.073585141,3066.06275
"225","FBgn0001083",6.489907327,14.78674993,-0.652891627,0.975536272,-1.188035206,3943.06275
"226","FBgn0001084",56.77970925,72.55824679,-0.322930929,0.937407019,-0.353764135,1366.48203693328
"227","FBgn0001085",472.4523479,406.4130969,0.455205617,0.959766356,0.21722193,3632.06275
"228","FBgn0001086",7.670448437,5.267395022,0.242751189,0.89279624,0.542221268,1811.06275
"229","FBgn0001087",1365.536291,1587.594622,-0.969250363,0.992091814,-0.217374924,3830.80629615997
"230","FBgn0001089",298.6073947,144.3070233,1.561074894,0.98282159,1.049108376,2160.06275
"231","FBgn0001090",7630.039974,5732.21475,3.100018748,0.99483439,0.412597956,2050.33918997398
"232","FBgn0001091",5030.112056,4591.25577,0.855819836,0.987558674,0.131701735,1145.11280486475
"233","FBgn0001092",7089.151355,5601.098938,2.194090882,0.99389353,0.33990302,1192.37083206274
"234","FBgn0001098",3793.311927,3058.118934,1.61642314,0.996652336,0.310813494,1893.90961827781
"235","FBgn0001099",72.99443752,107.0511292,-0.530167814,0.973456911,-0.55244158,838.04677983854
"236","FBgn0001104",540.7815783,366.1837162,1.116754369,0.993910902,0.562478369,1882.06275
"237","FBgn0001105",3178.899965,2899.635448,0.737781606,0.979818796,0.132656086,4551.62488150777
"238","FBgn0001108",770.3312785,718.7402171,0.284883709,0.918452237,0.100008591,4365.06275
"239","FBgn0001112",11.68233295,6.393083346,0.381362517,0.948882322,0.8697446,2714.06275
"240","FBgn0001114",640.0911635,188.8001925,2.652520107,0.999998834,1.761417157,3075.06275
"241","FBgn0001120",NA,NA,NA,NA,NA,733.759
"242","FBgn0001122",7870.26654,7542.375021,0.434775603,0.961801882,0.06139361,5064.2342231737
"243","FBgn0001123",2077.542053,2303.850203,-0.856719676,0.984369909,-0.149169235,1464.85713768637
"244","FBgn0001124",4027.705986,4095.75946,-0.185911182,0.847594214,-0.024172616,1498.06166440257
"245","FBgn0001125",2495.040489,1697.290717,2.172496296,0.975821851,0.555829532,1389.70025215279
"246","FBgn0001128",3858.935104,3323.743415,1.397074251,0.998157027,0.215393768,1605.35341827282
"247","FBgn0001133",190.2309572,177.0558042,0.138329877,0.715433902,0.103547903,1709.06275
"248","FBgn0001134",233.0568897,207.7017163,0.248433462,0.894816522,0.166169026,3886.06275
"249","FBgn0001137",13.31953475,10.96386891,0.151605777,0.758842536,0.280786706,1533.06275
"250","FBgn0001138",67.82420707,70.94281981,-0.055978454,0.259337046,-0.064856399,3338.65953751613
"251","FBgn0001139",1382.888589,1149.973882,1.167142503,0.995465911,0.266083837,3698.68787449286
"252","FBgn0001142",2013.509982,1644.74658,1.071488482,0.991859559,0.291847312,1921.97481743945
"253","FBgn0001145",42722.8636,24726.89349,7.698577485,1,0.788927349,1535.43536563044
"254","FBgn0001147",0.749252525,1.362385536,-0.375521441,0.951639858,-0.862611077,2055.31081726178
"255","FBgn0001148",NA,NA,NA,NA,NA,1457.079
"256","FBgn0001149",2047.27029,1136.989237,3.113776733,0.999238685,0.848482989,640.579726546834
"257","FBgn0001150",430.7451744,414.2129884,0.118081725,0.631890108,0.056461841,1595.06275
"258","FBgn0001168",77.23310132,90.12306985,-0.211263858,0.878052364,-0.222677152,2062.48051762673
"259","FBgn0001169",258.1597935,252.3523088,0.054647248,0.248912142,0.032825043,5737.70584869198
"260","FBgn0001170",NA,NA,NA,NA,NA,1468.404
"261","FBgn0001174",9.529427485,17.76075865,-0.484947101,0.966916638,-0.898231761,431.365125
"262","FBgn0001179",219.028465,211.8299468,0.068752999,0.35016527,0.048211815,2326.62344155819
"263","FBgn0001180",68.51706284,58.55591085,0.205257608,0.862475106,0.226648499,3112.14873713602
"264","FBgn0001185",268.4567281,340.4592056,-0.59317174,0.974475314,-0.34279238,1970.28831089256
"265","FBgn0001186",2480.409721,2767.629017,-0.972094195,0.992359553,-0.158072123,3954.06275
"266","FBgn0001187",62.56264334,63.87131612,-0.025046009,0.05039008,-0.029866709,1308.06275
"267","FBgn0001189",228.7616914,326.4234388,-0.825338807,0.98728107,-0.512899176,2450.91311998402
"268","FBgn0001197",851.7573556,661.6574527,1.034224691,0.990323673,0.36435799,748.234285514759
"269","FBgn0001202",1052.045723,1116.678803,-0.308344166,0.933629403,-0.086016867,2132.06275
"270","FBgn0001206",185.1709857,202.670082,-0.175046819,0.827287333,-0.130275073,4511.06275
"271","FBgn0001208",208.3854239,158.1636072,0.424708699,0.960581997,0.397836688,1362.72182830992
"272","FBgn0001215",4680.387392,4486.501593,0.435413704,0.961821956,0.061037022,1762.12565312404
"273","FBgn0001216",12.72901698,13.01188203,-0.016764043,0.019584454,-0.031708639,2288.12057415458
"274","FBgn0001217",2.312443918,4.44882878,-0.406420767,0.959600025,-0.944007198,1989.06275
"275","FBgn0001218",3185.1779,2905.178697,0.870608282,0.98587724,0.132747046,2844.0794510306
"276","FBgn0001220",2155.17206,1924.428906,0.823317138,0.988622176,0.163372678,2606.06275
"277","FBgn0001222",841.857314,958.8518062,-0.685366669,0.985550985,-0.187732127,2607.28066725616
"278","FBgn0001223",138.2293897,459.8463844,-2.046382754,0.965168609,-1.73408761,783.0725
"279","FBgn0001224",587.6169391,410.0665273,0.70625276,0.981088812,0.519018,699.13925
"280","FBgn0001225",280.4060464,431.3646002,-0.618486913,0.977175971,-0.621390329,773.0755
"281","FBgn0001226",117.6912599,77.86978826,0.465554344,0.959440602,0.595871577,1038.93305834174
"282","FBgn0001227",362.775697,272.2717611,0.657602065,0.975144304,0.414030451,1548.06275
"283","FBgn0001228",0.750806536,1.00148808,-0.215440842,0.881501732,-0.415632134,1472.2094178624
"284","FBgn0001229",236.0299543,167.8963548,0.608410494,0.972125383,0.491399054,802.068
"285","FBgn0001230",258.7453514,376.1375504,-0.418669735,0.962301587,-0.539727397,2046.06275
"286","FBgn0001233",6080.671984,5065.102965,1.239824613,0.997458298,0.26363917,2529.45891295963
"287","FBgn0001235",2231.65237,2132.233284,0.320694621,0.933683301,0.065747023,5704.49988523563
"288","FBgn0001247",1572.876191,1407.017541,0.754243471,0.979795974,0.160764799,3254.06275
"289","FBgn0001248",1820.611862,1290.41098,2.06327341,0.978701667,0.496592767,1469.94835243041
"290","FBgn0001250",564.0642476,448.8256663,0.678507836,0.974863847,0.329704317,5476.24133792299
"291","FBgn0001253",256.2223346,466.9458182,-1.572744176,0.993513643,-0.865858918,5618.92524909463
"292","FBgn0001254",NA,NA,NA,NA,NA,1518.724
"293","FBgn0001255",2.448589133,1.622353851,0.199356883,0.852829597,0.593862194,906.752814877955
