"","name","X","NDE","DE","rowMeans.txi.length..na.rm...TRUE."
"46","FBgn0000120",46,-0.0229766067865071,-3.78474498352275,1250.25287405892
"47","FBgn0000121",47,-0.360306294006691,-1.19555058670407,1362.06275
"48","FBgn0000137",48,-3.55773167370899e-07,-14.8489726554917,2252.03327612894
"49","FBgn0000139",49,-6.74807738885362,-0.00117382159151447,1205.93199693564
"50","FBgn0000140",50,-0.00175454105025707,-6.34642510834582,6153.06275
"51","FBgn0000146",51,-0.0123458241597305,-4.40060395908417,2629.43775
"52","FBgn0000147",52,-10.4255420842581,-2.96654570419719e-05,1392.06275
"53","FBgn0000150",53,-0.700812559373915,-0.685540113083199,411.933488603179
"54","FBgn0000152",54,-7.00518683866577,-0.000907576148719613,2390.06275
"55","FBgn0000153",55,-1.5556155253712,-0.237064284441452,1908.05222403772
"56","FBgn0000157",56,-0.0250563731944879,-3.69912909235941,2898.21009081636
"57","FBgn0000158",57,-3.19740696141935e-07,-14.9557556553305,1758.66080363025
"58","FBgn0000163",58,-0.207870434031811,-1.67297574999967,6613.19502429918
"59","FBgn0000166",59,-2.81841593618992e-07,-15.0819207881819,1932.34232166843
"60","FBgn0000173",60,-0.0227136279101927,-3.79612550400891,1504.3437101649
"61","FBgn0000179",61,-0.0425404412972199,-3.17849491363473,5228.35835065607
"62","FBgn0000180",62,-0.014053509753559,-4.27190163555088,3091.06275
"63","FBgn0000181",63,-3.33809639885396,-0.0361500913356707,1152.25448295031
"64","FBgn0000182",64,-2.36300947165091e-06,-12.9555757332974,2831.49425674943
"65","FBgn0000183",65,-0.0642082606226566,-2.77755576344401,5157.42070563863
"66","FBgn0000206",66,-0.00688515611054896,-4.9818280758824,2828.06275
"67","FBgn0000212",67,-0.00365946063043765,-5.61226868349081,5154.98057507501
"68","FBgn0000216",68,-5.01830133003978e-10,-21.4127589629126,347.667125
"69","FBgn0000221",69,-2.48073171077161,-0.0873917826269732,1265.06275
"70","FBgn0000227",70,-5.01830133003978e-10,-21.4127589629126,1167.06275
"71","FBgn0000228",71,-0.406676449586016,-1.09619399888951,3990.82774155661
"72","FBgn0000229",72,-0.00559675578517016,-5.18836524593058,1377.53724853954
"73","FBgn0000233",73,-0.0137856559000333,-4.29101156438181,2749.06275
"74","FBgn0000239",74,-1.79989341340943,-0.180702677253436,2808.42692887495
"75","FBgn0000241",75,-1.17251223267477,-0.370467056343582,2463.06275
"76","FBgn0000244",76,-0.31204208996995,-1.31658443401775,2867.52384728451
"77","FBgn0000246",77,-4.01794905535422,-0.0181536074034554,2418.78528017584
"78","FBgn0000247",78,-0.00714147745252802,-4.94540421161025,6841.06275
"79","FBgn0000250",79,-0.220058298853324,-1.62187500037901,2041.62721126995
"80","FBgn0000251",80,-0.0437814029280332,-3.1503569780527,2331.15743372717
"81","FBgn0000253",81,0,-351.376962255698,3677.50319883053
"82","FBgn0000256",82,-0.0149509004583379,-4.21044988615301,3722.48323990275
"83","FBgn0000257",83,-0.0174928674898567,-4.0546957369013,2912.06275
"84","FBgn0000259",84,-0.0083469045599216,-4.79003506956744,2143.65780366653
"85","FBgn0000261",85,-1.10593603111664,-0.401823253120781,1808.06275
"86","FBgn0000273",86,-0.000632689066300429,-7.36584779083633,4927.9606885561
"87","FBgn0000274",87,-7.92550880763798e-05,-9.44287857168938,1165.50953587011
"88","FBgn0000276",88,-5.85742482641649e-05,-9.74524469436525,160.407732438502
"89","FBgn0000277",89,-4.88312199564689e-08,-16.8348959910612,181.491669161125
"90","FBgn0000278",90,-5.01830133003978e-10,-21.4127589629126,242.3055
"91","FBgn0000279",91,-3.17759535839457e-06,-12.6593874125969,205.153355490327
"92","FBgn0000280",92,-5.01830133003978e-10,-21.4127589629126,31.28875
"93","FBgn0000281",93,-5.01830133003978e-10,-21.4127589629126,51.527
"94","FBgn0000283",94,-0.0200159677529044,-3.92121622696695,3936.30610435643
"95","FBgn0000286",95,-0.0138571592222689,-4.28587384730094,3864.60039003658
"96","FBgn0000287",96,-0.0238270841595849,-3.74882224220335,5004.06275
"97","FBgn0000289",97,-7.90204907730185e-07,-14.0509739427449,4447.96135362443
"98","FBgn0000299",98,-2.35176950102839,-0.100041968242877,5894.68161382663
"99","FBgn0000303",99,-0.000741918481566017,-7.20664212025984,3825.89438210154
"100","FBgn0000307",100,-0.000262244161163494,-8.24636569454822,6133.49806426559
"101","FBgn0000308",101,-0.00139381596208921,-6.57640682384955,1560.29695568681
"102","FBgn0000316",102,-0.0069134091411982,-4.97774711255526,1913.531935041
"103","FBgn0000317",103,-0.072042514220108,-2.66630387025067,7032.79271068158
"104","FBgn0000318",104,-0.012967375833199,-4.35179530857339,431.32495201877
"105","FBgn0000319",105,-0.0184850634480895,-4.00002054855582,5458.68732078553
"106","FBgn0000320",106,-0.0239943461491237,-3.74191023800279,2878.90057574183
"107","FBgn0000326",107,-0.0180316985901854,-4.02462633884029,1659.06275
"108","FBgn0000330",108,-0.0276684989867135,-3.60126308556503,1355.62587076057
"109","FBgn0000337",109,-0.000186050223458523,-8.58958692576862,1603.90004488706
"110","FBgn0000339",110,-0.578102132405114,-0.823169283138967,687.543030635804
"111","FBgn0000346",111,-0.00147569773056944,-6.51936212148902,2901.28779552231
"112","FBgn0000351",112,-1.21415832129794,-0.352341282004513,1410.56275
"113","FBgn0000352",113,-0.200486809942753,-1.70557599577921,4578.06275
"114","FBgn0000355",114,-5.01830133003978e-10,-21.4127589629126,330.787375
"115","FBgn0000356",115,-5.01830133003978e-10,-21.4127589629126,337.737125
"116","FBgn0000357",116,-0.0670179358277991,-2.73611682958981,464.312875
"117","FBgn0000358",117,-5.01830133003978e-10,-21.4127589629126,466.31025
"118","FBgn0000359",118,-4.46243575424887e-08,-16.9249860076158,927.265381416538
"119","FBgn0000360",119,-5.01830133003978e-10,-21.4127589629126,995.56275
"120","FBgn0000370",120,-0.0424302085293675,-3.18103479706029,1735.64487509838
"121","FBgn0000376",121,-0.731185928509497,-0.656502511851727,3633.58550550854
"122","FBgn0000377",122,-0.0244383547032356,-3.72379575953925,2147.06275
"123","FBgn0000382",123,-7.38964445190504e-13,-27.9289305298711,6856.48334744365
"124","FBgn0000384",124,-0.21806492073619,-1.63001435767189,2448.27806262497
"125","FBgn0000394",125,-0.110624472842574,-2.25641632209286,1350.25605278505
"126","FBgn0000395",126,-0.0128606402346421,-4.36000720507153,4144.06275
"127","FBgn0000404",127,-0.0534890358899496,-2.9549038919661,2705.8967423389
"128","FBgn0000405",128,-0.051462137416582,-2.99252966065662,2413.43775
"129","FBgn0000406",129,-0.000754412691215123,-7.18994818649391,1307.29160479706
"130","FBgn0000411",130,-0.749439381706189,-0.639855628221603,1744.52696133868
"131","FBgn0000412",131,-0.0778626596665433,-2.59148751230257,1541.54642514672
"132","FBgn0000414",132,-0.000355068074583187,-7.94337855626438,8138.14069564188
"133","FBgn0000416",133,-0.635617191211523,-0.754189989924711,3248.4133823059
"134","FBgn0000422",134,-1.02133412838157e-10,-23.0047090045599,2218.46280894075
"135","FBgn0000426",135,-0.00517814172328457,-5.26589698139953,283.35875
"136","FBgn0000427",136,-9.79667676759277e-07,-13.8360529186735,4051.16802338364
"137","FBgn0000439",137,-0.0112275563985662,-4.49499265555002,2554.06275
"138","FBgn0000442",138,-0.0686314066545748,-2.71312447584751,2398.06275
"139","FBgn0000447",139,-0.0540120962205037,-2.94543175004577,1170.9189802201
"140","FBgn0000448",140,-0.100596736304567,-2.34651221354187,7684.36826533333
"141","FBgn0000449",141,-1.30134594478193e-06,-13.5521121380035,1793.88676561006
"142","FBgn0000451",142,-0.0122850132024084,-4.40551141654357,2040.65726814455
"143","FBgn0000454",143,-19.2984544227943,-4.15707290812861e-09,1684.48574692792
"144","FBgn0000455",144,-0.0224924274058864,-3.80580172039704,1583.02299337694
"145","FBgn0000459",145,-0.042815055143933,-3.17219663091245,3026.53296236409
"146","FBgn0000463",146,-0.00198615998958829,-6.22254507352588,5093.06275
"147","FBgn0000464",147,-3.72324393538292e-12,-26.3165677945792,8303.50941357782
"148","FBgn0000473",148,-8.65378269615054,-0.000174480868750493,1489.06275
"149","FBgn0000477",149,-12.8951412749589,-2.51022034802872e-06,1043.06275
"150","FBgn0000479",150,-0.00449816635304501,-5.40633368246301,7173.85211584089
"151","FBgn0000482",151,-0.0739909589121623,-2.64057974905022,2976.06275
"152","FBgn0000489",152,-0.0280746798665064,-3.58689168021534,2579.5390513128
"153","FBgn0000490",153,-1.10696806936276,-0.40131325489704,3483.61242890658
"154","FBgn0000492",154,-0.00715253373392244,-4.94386275192256,2367.06275
"155","FBgn0000499",155,-0.0165828499854896,-4.10766621813828,2659.06275
"156","FBgn0000500",156,-2.67247250416369,-0.0715832347241303,384.49575
"157","FBgn0000504",157,-0.129267420249732,-2.10980954948585,4249.03542451962
"158","FBgn0000520",158,-7.2793341643699,-0.000689882515032991,1817.06275
"159","FBgn0000524",159,-0.00798163860061862,-4.83459971503811,3643.06275
"160","FBgn0000527",160,-14.3959314886121,-5.5966289380649e-07,2957.06275
"161","FBgn0000529",161,-0.0326139284510347,-3.43927847386154,1809.02978558934
"162","FBgn0000533",162,-0.0121462984843177,-4.41679780916724,1274.84561924978
"163","FBgn0000535",163,-0.227830113167357,-1.5909082634315,9001.4511368992
"164","FBgn0000536",164,-2.62192432462533,-0.0754381346373947,2299.76508613168
"165","FBgn0000541",165,-0.0298797390770247,-3.52547732098265,8400.05606970061
"166","FBgn0000542",166,-0.00529931809481354,-5.24282561698968,6587.06275
"167","FBgn0000543",167,-0.0104848427002935,-4.56306245795478,2019.06275
"168","FBgn0000546",168,-0.0250512553963205,-3.69933081636207,7669.51505310123
"169","FBgn0000547",169,-0.00352382157316811,-5.64997059749282,5883.67466167019
"170","FBgn0000551",170,-0.0111989186497645,-4.49753228814342,371.064764811998
"171","FBgn0000552",171,-0.00014256538774049,-8.85578108399739,466.874776570197
"172","FBgn0000557",172,-0.00662607276414917,-5.02005420056794,2413.97943755462
"173","FBgn0000559",173,0,-159.589713408071,2605.17420420332
"174","FBgn0000560",174,-5.01830133003978e-10,-21.4127589629126,1400.72941666667
"175","FBgn0000562",175,-0.348944593818239,-1.22224613087398,3875.83587037878
"176","FBgn0000564",176,-9.3864695315915e-05,-9.27370315614172,517.143531750817
"177","FBgn0000565",177,-14.4130306061846,-5.50174505065115e-07,795.745190791701
"178","FBgn0000566",178,-0.0160850900632283,-4.1378942837339,1203.63657115148
"179","FBgn0000567",179,-1.21681230179023,-0.351222369381887,6023.37872313308
"180","FBgn0000568",180,-2.22610166510115,-0.114231334268283,6877.38423159656
"181","FBgn0000575",181,-0.00193255450290764,-6.24987869621913,1864.06275
"182","FBgn0000576",182,-0.0156180403335,-4.16712745796538,2293.06275
"183","FBgn0000577",183,-0.0152009926360037,-4.19398541667436,2291.24725230062
"184","FBgn0000578",184,-0.000946192277766045,-6.96353781495094,4132.85985723913
"185","FBgn0000579",185,-9.66338120633736e-13,-27.6654183366014,1661.38893909638
"186","FBgn0000581",186,-0.539422301180643,-0.874872921156687,10356.5606308763
"187","FBgn0000588",187,-0.000144362520501318,-8.8432550989148,1519.06275
"188","FBgn0000591",188,-5.01830133003978e-10,-21.4127589629126,584.229625
"189","FBgn0000592",189,-7.74131246167419,-0.000434595357745593,1581.35796440979
"190","FBgn0000594",190,-8.57948428123478e-05,-9.3635945574728,1556.29849269758
"191","FBgn0000606",191,-1.69821900151135e-05,-10.9833539002463,1221.06275
"192","FBgn0000611",192,-0.00744385262163405,-4.90408635619689,2417.22248111043
"193","FBgn0000615",193,-0.00244709931298104,-6.01407520988274,2332.93305107371
"194","FBgn0000617",194,-0.0766464607797346,-2.60663031255147,939.06275
"195","FBgn0000618",195,-0.0149322688005213,-4.21168756033994,318.89275
"196","FBgn0000625",196,-8.03954462220702e-05,-9.42859321984698,2766.56275
"197","FBgn0000629",197,-0.0151049774384475,-4.20027393984892,2293.45622568284
"198","FBgn0000633",198,-0.246099687573633,-1.52254616330507,5699.39886864039
"199","FBgn0000635",199,-0.0235227905999977,-3.76152385536702,4339.05653304562
"200","FBgn0000636",200,-0.076953511338921,-2.60278381269367,3123.44836036192
"201","FBgn0000639",201,-4.32946308741577e-05,-10.0475035761629,3214.06275
"202","FBgn0000640",202,-5.179940920641e-09,-19.0784721180627,682.909
"203","FBgn0000644",203,-0.0130300068441187,-4.34700829180735,778.074125
"204","FBgn0000658",204,-9.59307426384726e-07,-13.857054722635,3368.07464219512
"205","FBgn0000659",205,-0.0176341268695737,-4.04672333444365,4104.06275
"206","FBgn0000662",206,-0.0406781364332005,-3.22233464212906,2250.68827390528
"207","FBgn0000667",207,-0.00699332800289199,-4.9662933531259,3622.05137454934
"208","FBgn0000709",208,-0.381134469294075,-1.14912492789154,4642.06275
"209","FBgn0000711",209,-0.00947357255906667,-4.663982239518,3618.06341566834
"210","FBgn0000715",210,-0.266225865939575,-1.45357171019723,1242.06275
"211","FBgn0000719",211,-1.54102065662906,-0.241005128208926,3621.44186493536
"212","FBgn0000721",212,-0.0245422957793764,-3.71960334270386,3086.38975523321
"213","FBgn0000723",213,-0.244255036368912,-1.52918526633659,3145.47585403624
"214","FBgn0000808",214,-0.000293414879038778,-8.13406968492752,1734.57211534303
"215","FBgn0000810",215,-1.69103748567612,-0.203743194748675,2867.06275
"216","FBgn0000826",216,-0.167976058947847,-1.86674645693527,929.06275
"217","FBgn0000927",217,-4.70536569903146e-05,-9.96424549607146,2050.8169659289
"218","FBgn0000928",218,-0.00347066927777462,-5.6651426609234,3317.06275
"219","FBgn0000964",219,-0.0147873801617422,-4.2213657327232,3307.06275
"220","FBgn0000996",220,-3.43730124395434,-0.0326795437672303,2647.89825624599
"221","FBgn0001075",221,-0.000313914226047984,-8.06654772783239,16667.06275
"222","FBgn0001077",222,-0.00148922897287207,-6.51024128290753,1589.06275
"223","FBgn0001078",223,-4.55758441158049,-0.010542741428722,5652.56520156781
"224","FBgn0001079",224,-0.0115738721007119,-4.4647864810792,3066.06275
"225","FBgn0001083",225,-0.0665813467660286,-2.74243678797043,3943.06275
"226","FBgn0001084",226,-0.749731673139046,-0.639593747137503,1366.48203693328
"227","FBgn0001085",227,-0.212713197241499,-1.65228253372555,3632.06275
"228","FBgn0001086",228,-0.000819189337146753,-7.10760488664841,1811.06275
"229","FBgn0001087",229,-0.870458819565549,-0.542590442934738,3830.80629615997
"230","FBgn0001089",230,-15.0401006951234,-2.93878166246486e-07,2160.06275
"231","FBgn0001090",231,-3.85979503095579,-0.0212975086932374,2050.33918997398
"232","FBgn0001091",232,-0.00137893174902359,-6.58713556113644,1145.11280486475
"233","FBgn0001092",233,-1.74782440742131,-0.191345045858483,1192.37083206274
"234","FBgn0001098",234,-0.000937931836247685,-6.97230221010813,1893.90961827781
"235","FBgn0001099",235,-3.91079241338493,-0.0202278372155646,838.04677983854
"236","FBgn0001104",236,-5.41125553141583,-0.00447603195117097,1882.06275
"237","FBgn0001105",237,-5.36604740375424e-06,-12.1354216553835,4551.62488150777
"238","FBgn0001108",238,-0.0435021987261308,-3.15661604562263,4365.06275
"239","FBgn0001112",239,-0.0150197710941136,-4.20588835866923,2714.06275
"240","FBgn0001114",240,-9.69054252144717,-6.1867745543509e-05,3075.06275
"241","FBgn0001120",241,-5.17907228214654e-09,-19.0786398471953,733.759
"242","FBgn0001122",242,-6.82545930885681e-09,-18.802606443734,5064.2342231737
"243","FBgn0001123",243,-0.241356670250966,-1.53973178221691,1464.85713768637
"244","FBgn0001124",244,-0.00482098487342597,-5.33718656523101,1498.06166440257
"245","FBgn0001125",245,-4.37805856513698,-0.0126291119891846,1389.70025215279
"246","FBgn0001128",246,-0.0211492423208384,-3.86670718233322,1605.35341827282
"247","FBgn0001133",247,-0.0218810263856994,-3.833055956896,1709.06275
"248","FBgn0001134",248,-0.0221226166518278,-3.82219573216069,3886.06275
"249","FBgn0001137",249,-0.00351460064938536,-5.65258615907609,1533.06275
"250","FBgn0001138",250,-0.0226045130694672,-3.80088666575896,3338.65953751613
"251","FBgn0001139",251,-0.273163889718639,-1.43115810655134,3698.68787449286
"252","FBgn0001142",252,-0.0193719896859577,-3.95359744533712,1921.97481743945
"253","FBgn0001145",253,0,-370.802548768731,1535.43536563044
"254","FBgn0001147",254,-2.7790762116453e-05,-10.4908207858072,2055.31081726178
"255","FBgn0001148",255,-6.27886631576757e-09,-18.8860763859237,1457.079
"256","FBgn0001149",256,-16.7451542144225,-5.3416073342305e-08,640.579726546834
"257","FBgn0001150",257,-0.0508748095926279,-3.00371694140586,1595.06275
"258","FBgn0001168",258,-0.205663182292895,-1.68258530831484,2062.48051762673
"259","FBgn0001169",259,-0.0180706187555018,-4.02248963610116,5737.70584869198
"260","FBgn0001170",260,-6.27830232247106e-09,-18.8861662098593,1468.404
"261","FBgn0001174",261,-0.236024853416811,-1.55951051624602,431.365125
"262","FBgn0001179",262,-0.0226946375145474,-3.79695247381697,2326.62344155819
"263","FBgn0001180",263,-0.00850582495130681,-4.77125395973327,3112.14873713602
"264","FBgn0001185",264,-4.92601481489482,-0.00728180782242305,1970.28831089256
"265","FBgn0001186",265,-0.000138901155118276,-8.88181744184566,3954.06275
"266","FBgn0001187",266,-0.0135641947284313,-4.30709612978784,1308.06275
"267","FBgn0001189",267,-6.18128082318245,-0.00206991850415505,2450.91311998402
"268","FBgn0001197",268,-2.36704399411015,-0.0984483097290294,748.234285514759
"269","FBgn0001202",269,-0.12809032380536,-2.1183812340783,2132.06275
"270","FBgn0001206",270,-0.205189306726474,-1.6846632698129,4511.06275
"271","FBgn0001208",271,-0.55905008349265,-0.848052631133278,1362.72182830992
"272","FBgn0001215",272,-0.00109685945368909,-6.81585260428467,1762.12565312404
"273","FBgn0001216",273,-0.00160440577126764,-6.43580392255465,2288.12057415458
"274","FBgn0001217",274,-0.000517886948394164,-7.56601251816766,1989.06275
"275","FBgn0001218",275,-2.75456099529947e-06,-12.8022538536067,2844.0794510306
"276","FBgn0001220",276,-0.00214025275091956,-6.14790128452841,2606.06275
"277","FBgn0001222",277,-1.10688068043547,-0.40135640906658,2607.28066725616
"278","FBgn0001223",278,-9.29623998529274,-9.17728460052558e-05,783.0725
"279","FBgn0001224",279,-0.000751115199840058,-7.19432705679508,699.13925
"280","FBgn0001225",280,-0.0774005825214772,-2.59721165726165,773.0755
"281","FBgn0001226",281,-1.53658164046962,-0.24221830709719,1038.93305834174
"282","FBgn0001227",282,-0.567960051703267,-0.83627939124915,1548.06275
"283","FBgn0001228",283,-1.40903577232621e-05,-11.1700268891074,1472.2094178624
"284","FBgn0001229",284,-1.58411918002518,-0.229574680205836,802.068
"285","FBgn0001230",285,-6.45457655679138e-06,-11.9507243621848,2046.06275
"286","FBgn0001233",286,-1.16092238044985e-07,-15.9688808427003,2529.45891295963
"287","FBgn0001235",287,-0.00213011796336815,-6.15264278885584,5704.49988523563
"288","FBgn0001247",288,-0.123020819511886,-2.15628157445617,3254.06275
"289","FBgn0001248",289,-7.26579254147443,-0.000699291473587493,1469.94835243041
"290","FBgn0001250",290,-0.832478358027792,-0.570876342402222,5476.24133792299
"291","FBgn0001253",291,-11.2080097994787,-1.35651979817908e-05,5618.92524909463
"292","FBgn0001254",292,-5.17907228214654e-09,-19.0786398471953,1518.724
"293","FBgn0001255",293,-6.7802701181563e-05,-9.59894242455602,906.752814877955
"294","FBgn0001256",294,-1.07706187080225e-05,-11.4386940062669,972.43775
"295","FBgn0001257",295,-1.20622490515103,-0.355711308349512,1715.47716751341
"296","FBgn0001258",296,-2.70673980151615,-0.0690865371973572,1324.13730373934
"297","FBgn0001259",297,-3.58777405402577e-05,-10.2354114342469,2877.25660453644
"298","FBgn0001263",298,-0.0294735392029111,-3.53896296879974,2111.5301394479
"299","FBgn0001269",299,-0.0148505542531652,-4.21713417900445,2294.172865327
"300","FBgn0001276",300,-0.372284230778156,-1.1684716111541,542.246375
"301","FBgn0001280",301,-0.0878993610332941,-2.47519051573539,487.602597247772
"302","FBgn0001281",302,-0.000484249149728555,-7.63315312633791,384.038433095859
"303","FBgn0001285",303,-1.13931441312332e-05,-11.3825044720635,1025.707875
"304","FBgn0001291",304,-0.0218033577244938,-3.83657316816196,1340.06275
"305","FBgn0001296",305,-2.18148301595783,-0.119768268983719,2021.45120241258
"306","FBgn0001297",306,-0.0012588664625568,-6.67817296302337,3366.68577101643
"307","FBgn0001301",307,-0.137436026332317,-2.05252784263757,5291.06275
"308","FBgn0001308",308,-0.0393482545959287,-3.25491327723683,3533.06275
"309","FBgn0001311",309,-8.02947196376635e-06,-11.7323958046755,5301.31180022283
"310","FBgn0001313",310,-1.6285366406521e-06,-13.3278295268846,13203.3809543698
"311","FBgn0001316",311,-0.000498188210343642,-7.60478170367809,4007.69481122516
"312","FBgn0001319",312,-0.420879490063591,-1.06847852855721,3252.90641567837
"313","FBgn0001320",313,-0.0048208570023327,-5.33721302555121,1820.56275
"314","FBgn0001321",314,-4.61550975394687e-05,-9.98352622470153,2489.06275
"315","FBgn0001323",315,-0.000311670253729801,-8.07372063919271,3724.06275
"316","FBgn0001324",316,-0.0107314789062656,-4.53993484366594,3196.28692287619
"317","FBgn0001325",317,-0.00971253365950275,-4.63919043398693,3972.85091300148
"318","FBgn0001330",318,-1.66595657931825,-0.20949927012132,3708.47414489122
"319","FBgn0001341",319,-0.0438268814264973,-3.1493413275041,3495.06275
"320","FBgn0001404",320,-0.0751402078042673,-2.62573433613097,3168.97530459528
"321","FBgn0001491",321,-0.0404803220245782,-3.22711118347353,749.08675
"322","FBgn0001565",322,-8.8635430489852,-0.000141463005782327,1841.67671455296
"323","FBgn0001612",323,-1.11932156976932,-0.395269106153961,3386.06275
"324","FBgn0001624",324,-0.0648289579786052,-2.76824226177416,6429.58177031161
"325","FBgn0001941",325,-1.98820476524146,-0.147272277638791,1568.56283436279
"326","FBgn0001942",326,0,-180.380645711571,1571.56737870495
"327","FBgn0001961",327,-0.0181254493208911,-4.01948732429855,1506.92240789457
"328","FBgn0001965",328,-0.141690042551538,-2.02412206443037,5450.06275
"329","FBgn0001967",329,-1.03591511901868e-06,-13.7802258673153,672.214516561357
"330","FBgn0001970",330,-0.041830206572655,-3.1949787525801,1975.06275
"331","FBgn0001977",331,-0.37639675468499,-1.15941371946111,2173.06275
"332","FBgn0001978",332,-0.016237239992229,-4.12855554459769,3939.78532912735
"333","FBgn0001983",333,-4.87281113237259e-08,-16.8370097547886,2031.94235877322
"334","FBgn0001986",334,-0.134229505677531,-2.07456834899344,3400.06275
"335","FBgn0001987",335,-6.35467991153847,-0.00174010471706509,3849.61074969762
"336","FBgn0001989",336,-1.17358937748909,-0.369984429340313,560.94474149184
"337","FBgn0001990",337,-0.845670725605494,-0.560837878847259,1742.75975829418
"338","FBgn0001991",338,-6.90548063175811e-10,-21.0935400005411,8330.99938368046
"339","FBgn0001992",339,-0.000162985209639643,-8.72193259118077,2115.56275
"340","FBgn0001994",340,-8.56244336325002,-0.000191169941430758,4217.06275
"341","FBgn0001995",341,-0.0110307189195424,-4.51258155887841,827.06275
"342","FBgn0002021",342,-1.10564398378499,-0.401967715823787,1523.06275
"343","FBgn0002022",343,-0.0253961317839426,-3.68582960108274,1513.06275
"344","FBgn0002023",344,-0.00323496186494054,-5.73535518426216,2438.66830240943
"345","FBgn0002031",345,-0.0179337943000988,-4.03002189265838,1144.03765130765
"346","FBgn0002036",346,-0.0162986051997152,-4.12481397950247,1867.06275
"347","FBgn0002044",347,-0.0540218147194409,-2.94525664983917,3915.06250060224
"348","FBgn0002069",348,-3.10398140694764,-0.0459080312594935,1821.25412533963
"349","FBgn0002121",349,-2.33462172670058,-0.101863426801003,5127.36542844194
"350","FBgn0002174",350,-0.0354207833495863,-3.35811464674006,1645.77731046126
"351","FBgn0002183",351,-0.0961008238844698,-2.39002302438174,3493.77436324603
"352","FBgn0002283",352,-0.147317065540207,-1.98792253956473,1137.74158089218
"353","FBgn0002284",353,-0.0061715046459625,-5.0908967713172,759.078125
"354","FBgn0002306",354,-0.125391092082708,-2.13835819927086,4645.61153352461
"355","FBgn0002354",355,-0.132627444409664,-2.0857921625473,366.567875
"356","FBgn0002413",356,-0.0590041655774201,-2.85950425941048,3950.56872410183
